Year,Day,DOY,Hour,Irradiance,Temp,Rain,Wind,Rel_hum,SD
1999,163,163,22,0,14.8,0,1.3,79.7,3.412851904
1999,163,163,23,0,13.8,0,1,81,2.994060353
1999,164,164,0,0,13.6,0,0.8,83.9,2.5042809
1999,164,164,1,0,12.9,0,0.8,89.7,1.530555262
1999,164,164,2,0,11.5,0,0.8,93.6,0.867293324
1999,164,164,3,0,10.4,0,0.8,96.8,0.403060081
1999,164,164,4,0,10.9,0,0.8,95.7,0.559966906
1999,164,164,5,0,10.7,0,0.8,96.9,0.398357469
1999,164,164,6,0,11.1,0,1.4,94.6,0.712624893
1999,164,164,7,1166.4,11.7,0,2.5,92.6,1.016162752
1999,164,164,8,1261.44,11.8,0.1,2.5,90.4,1.327003555
1999,164,164,9,1468.8,11.9,0.4,1.4,92.6,1.029673585
1999,164,164,10,2445.12,14.3,0,2.1,82.3,2.881146749
1999,164,164,11,4173.12,16.1,0,2.3,75.9,4.404083079
1999,164,164,12,3024,17.5,0,2.4,69.2,6.151469322
1999,164,164,13,4043.52,18.6,0,2.5,66.7,7.126833828
1999,164,164,14,4821.12,17.4,0,1.9,71.6,5.636430402
1999,164,164,15,3257.28,17.3,0,2.8,74.1,5.107884651
1999,164,164,16,2384.64,17.9,0,3,72.8,5.571150716
1999,164,164,17,2039.04,18.5,0,2.4,69.9,6.401770305
1999,164,164,18,1624.32,18.7,0,2.7,72.5,5.922455091
1999,164,164,19,1572.48,16.2,0,2.4,78.7,3.917315991
1999,164,164,20,1209.6,15.5,0,1.8,80.1,3.499631025
1999,164,164,21,803.52,14.7,0,1.5,84.4,2.605821115
1999,164,164,22,682.56,13.4,0,0.8,89.9,1.550671269
1999,164,164,23,0,13.2,0,0.8,91.9,1.227483183
1999,165,165,0,0,13.1,0,0.8,89.8,1.535654056
1999,165,165,1,0,13.3,0,1.7,91.9,1.23552233
1999,165,165,2,0,13.1,0,1.5,96,0.602217277
1999,165,165,3,0,12.6,0,1.3,97,0.437113128
1999,165,165,4,0,11.9,0,0.9,98.1,0.26437565
1999,165,165,5,0,11.8,0,0.9,99.2,0.11058363
1999,165,165,6,0,11.8,0,1,100,0
1999,165,165,7,898.56,12.8,0,1.4,100,0
1999,165,165,8,1062.72,13.7,0,2.2,100,0
1999,165,165,9,1451.52,14.3,0,2.1,97.2,0.455774627
1999,165,165,10,1641.6,15.3,0,2.1,93.3,1.163241695
1999,165,165,11,3792.96,17,0,2.7,85.4,2.825190567
1999,165,165,12,5175.36,19.2,0,2.2,78.5,4.777043367
1999,165,165,13,4648.32,20.5,0,2.7,72.8,6.550551798
1999,165,165,14,4605.12,20.9,0,2.7,69.1,7.627148406
1999,165,165,15,3922.56,22.2,0,2.7,64.8,9.407550812
1999,165,165,16,4224.96,21.9,0,2.8,63.9,9.473344875
1999,165,165,17,2963.52,22.4,0,2.9,59.9,10.84825626
1999,165,165,18,1615.68,22.6,0,2.6,58.6,11.33677243
1999,165,165,19,2280.96,22.5,0,2.1,60,10.88712807
1999,165,165,20,1304.64,21,0,1.6,65.4,8.593069507
1999,165,165,21,786.24,19,0,2.1,74.3,5.639486165
1999,165,165,22,699.84,17.1,0,1.6,82.7,3.368929823
1999,165,165,23,0,16.1,0,1.2,89.7,1.882242976
1999,166,166,0,0,15.3,0,1,90.4,1.666734369
1999,166,166,1,0,14.1,0,0.9,93.1,1.108699525
1999,166,166,2,0,13.3,0,0.8,96.1,0.594881122
1999,166,166,3,0,12.3,0,0.8,99.2,0.114288586
1999,166,166,4,0,12.4,0,0.8,99.2,0.11504252
1999,166,166,5,0,12.3,0,0.8,99.2,0.114288586
1999,166,166,6,872.64,12.3,0,0.8,98.1,0.271435392
1999,166,166,7,1278.72,13.3,0,1.1,94,0.915201726
1999,166,166,8,1978.56,14.6,0,1.5,89.2,1.792421428
1999,166,166,9,2963.52,17.1,0,1.9,83.6,3.193667577
1999,166,166,10,3862.08,18.7,0,2.4,78.3,4.673355472
1999,166,166,11,4579.2,19.9,0,3.1,73.2,6.219268384
1999,166,166,12,5235.84,21.2,0,2.8,70.8,7.341518552
1999,166,166,13,3222.72,21.8,0,2.7,68.2,8.294176258
1999,166,166,14,4043.52,22.4,0,2.7,65.6,9.306234794
1999,166,166,15,4492.8,22.6,0,2.1,62.9,10.15928158
1999,166,166,16,3136.32,23,0,2.4,60.4,11.10981974
1999,166,166,17,3430.08,22.6,0,2.4,60,10.95340332
1999,166,166,18,2833.92,22.7,0,2.3,58.8,11.35063149
1999,166,166,19,2047.68,22.7,0,1.7,58.1,11.54348202
1999,166,166,20,1218.24,22,0,0.8,59.6,10.66658683
1999,166,166,21,786.24,19.6,0,0.8,71.4,6.514635027
1999,166,166,22,682.56,16.9,0,0.8,79.1,4.018722737
1999,166,166,23,0,16.3,0,0.8,82.4,3.257542018
1999,167,167,0,0,15.4,0,0.8,89.5,1.83473173
1999,167,167,1,0,14.3,0,0.8,94.1,0.96038225
1999,167,167,2,0,13,0,0.8,97.1,0.433762135
1999,167,167,3,0,11.9,0,0.8,98.1,0.26437565
1999,167,167,4,0,11.4,0,0.8,99.2,0.107696054
1999,167,167,5,0,10.9,0,0.8,99.2,0.10417989
1999,167,167,6,872.64,10.7,0,0.8,99.2,0.102801928
1999,167,167,7,1278.72,12.6,0,0.8,96,0.582817504
1999,167,167,8,2194.56,15.9,0,0.8,86.8,2.381577635
1999,167,167,9,3093.12,18.9,0,0.8,78.4,4.710313766
1999,167,167,10,4026.24,21.3,0,0.8,68.6,7.943191203
1999,167,167,11,4769.28,22.6,0,0.8,60.8,10.73433525
1999,167,167,12,5408.64,22.5,0,1.1,62.1,10.31555384
1999,167,167,13,5814.72,22.9,0,0.9,61,10.87548871
1999,167,167,14,5944.32,23.7,0,1.3,58.1,12.26204856
1999,167,167,15,5330.88,24.4,0,1.5,54.7,13.82567348
1999,167,167,16,3818.88,24.8,0,1.5,52.4,14.87899644
1999,167,167,17,3360.96,24.4,0,1.7,54.7,13.82567348
1999,167,167,18,2851.2,24,0,1.8,55,13.40881007
1999,167,167,19,2004.48,23.9,0,1.5,56.9,12.76578194
1999,167,167,20,1252.8,23.3,0,0.9,59.2,11.65582034
1999,167,167,21,803.52,20.7,0,0.8,72.1,6.802439654
1999,167,167,22,699.84,17.4,0,0.8,84.6,3.056374232
1999,167,167,23,0,16.1,0,0.8,90.6,1.717775143
1999,168,168,0,0,14.6,0,0.8,94.2,0.962596693
1999,168,168,1,0,14,0,0.8,96.1,0.622604633
1999,168,168,2,0,13.6,0,0.8,96.1,0.60662705
1999,168,168,3,0,13.2,0,0.8,96,0.606164535
1999,168,168,4,0,12.5,0,0.8,97,0.434253066
1999,168,168,5,0,12.5,0,0.8,98.1,0.275026942
1999,168,168,6,889.92,12.3,0,0.8,98.1,0.271435392
1999,168,168,7,1192.32,14.5,0,0.8,93.2,1.12129382
1999,168,168,8,2125.44,18.4,0,0.8,86.7,2.811022354
1999,168,168,9,3093.12,20.2,0,0.8,78.1,5.177382351
1999,168,168,10,3922.56,21.2,0,0.8,74.6,6.386115453
1999,168,168,11,3749.76,22.4,0,1.5,70,8.115902437
1999,168,168,12,3456,23.3,0,2,66.1,9.684615428
1999,168,168,13,2626.56,23.2,0,2.5,64,10.22265203
1999,168,168,14,3559.68,23.7,0,2.5,64.9,10.27202636
1999,168,168,15,4492.8,23.4,0,2.8,63.4,10.51921568
1999,168,168,16,3326.4,23.6,0,3.1,59.4,11.81031468
1999,168,168,17,3136.32,23.1,0,3.2,57.7,11.93927147
1999,168,168,18,2859.84,22.5,0,3.6,61.4,10.50607859
1999,168,168,19,1788.48,21,0,3.6,63.2,9.139449649
1999,168,168,20,1088.64,19,0,3.7,64.7,7.746064655
1999,168,168,21,786.24,16.9,0,2.6,77.3,4.364832829
1999,168,168,22,699.84,15.4,0,2,82.8,3.00546531
1999,168,168,23,0,14.7,0,1.9,82.5,2.923196763
1999,169,169,0,0,13.6,0,1.8,86.9,2.037644708
1999,169,169,1,0,12.3,0,1,91.6,1.200030155
1999,169,169,2,0,11.4,0,0.8,96.9,0.417322208
1999,169,169,3,0,11.9,0,0.8,94.8,0.723554411
1999,169,169,4,0,11.6,0,1.1,95.8,0.572940121
1999,169,169,5,0,10.7,0,1.6,98,0.257004819
1999,169,169,6,855.36,10.4,0,1,96.8,0.403060081
1999,169,169,7,1105.92,11,0,1.7,95.8,0.550593424
1999,169,169,8,1581.12,11.9,0,1.3,89.4,1.474937837
1999,169,169,9,2280.96,12.5,0,1.9,85.4,2.113364922
1999,169,169,10,2367.36,13.4,0,2.4,80.8,2.94781073
1999,169,169,11,4181.76,14.7,0,2.5,73,4.510075006
1999,169,169,12,4752,15.5,0,2.6,67.4,5.733063891
1999,169,169,13,5330.88,16.4,0,2.6,63.9,6.72435657
1999,169,169,14,5503.68,17.2,0,2.4,63.8,7.09419692
1999,169,169,15,4959.36,17.4,0,2.1,61.6,7.621088994
1999,169,169,16,4371.84,18.5,0,2,59.5,8.613677653
1999,169,169,17,3663.36,18.7,0,2.1,56.5,9.368247144
1999,169,169,18,2367.36,18,0,2.1,58.1,8.636178907
1999,169,169,19,1581.12,17.4,0,2.1,61.5,7.64093558
1999,169,169,20,1105.92,16.9,0,1.7,63.6,6.999115197
1999,169,169,21,768.96,15.8,0,1.4,66.8,5.951847345
1999,169,169,22,665.28,12.7,0,0.8,83.4,2.434609759
1999,169,169,23,0,10.6,0,0.8,93.4,0.842481533
1999,170,170,0,0,9.8,0,0.8,95.6,0.532385539
1999,170,170,1,0,9.2,0,0.8,99.1,0.104588736
1999,170,170,2,0,8.9,0,0.8,97.8,0.250534455
1999,170,170,3,0,8.7,0,0.8,99.1,0.101113766
1999,170,170,4,0,8.1,0,0.8,99,0.107864686
1999,170,170,5,0,7.2,0,0.8,99,0.10143405
1999,170,170,6,898.56,7.3,0,0.8,99,0.102131482
1999,170,170,7,1080,10.2,0,0.8,91,1.118552327
1999,170,170,8,2384.64,13.1,0,0.8,79.6,3.071308112
1999,170,170,9,3369.6,15.8,0,0.8,69.4,5.485738818
1999,170,170,10,4363.2,16.8,0,1.1,64.3,6.821104031
1999,170,170,11,5114.88,17.8,0,1.4,62,7.734386211
1999,170,170,12,5641.92,18.8,0,1.2,55.2,9.708712886
1999,170,170,13,5901.12,19.6,0,1.3,53.8,10.5236412
1999,170,170,14,5840.64,20.5,0,1.4,53.3,11.24671945
1999,170,170,15,5417.28,20.8,0,1.6,52.1,11.75083301
1999,170,170,16,4898.88,21.5,0,1.6,50.1,12.77863251
1999,170,170,17,4155.84,21.7,0,1.7,47.6,13.58392813
1999,170,170,18,3300.48,22.1,0,1.3,46.6,14.18506353
1999,170,170,19,2324.16,21.5,0,1.1,47.4,13.47006153
1999,170,170,20,1339.2,20.8,0,1,49.3,12.4377293
1999,170,170,21,812.16,18.3,0,0.8,59.3,8.548383644
1999,170,170,22,725.76,15.3,0,0.8,68.9,5.399524882
1999,170,170,23,0,15.4,0,1.4,74.5,4.455777058
1999,171,171,0,0,13.7,0,0.8,84,2.504973671
1999,171,171,1,0,12.7,0,0.8,88.6,1.671960919
1999,171,171,2,0,13.1,0,0.8,84.7,2.303481084
1999,171,171,3,0,12,0,0.8,89.4,1.484698998
1999,171,171,4,0,11.4,0,0.8,92.5,1.009650504
1999,171,171,5,0,11.1,0,0.8,94.6,0.712624893
1999,171,171,6,708.48,11.4,0,0.8,95.8,0.565404282
1999,171,171,7,743.04,12.3,0,1.3,94.9,0.728589737
1999,171,171,8,898.56,13.1,0,2.2,91.9,1.219489986
1999,171,171,9,1088.64,13.9,0,2.9,90,1.586092341
1999,171,171,10,1399.68,14.6,0,2.9,89.2,1.792421428
1999,171,171,11,1728,14.9,0,3.3,87.4,2.132019308
1999,171,171,12,1771.2,15.1,0,3.3,87.5,2.142507315
1999,171,171,13,1831.68,15.3,0,3.8,87.5,2.170227043
1999,171,171,14,1512,15.4,0,3.7,88.5,2.009468085
1999,171,171,15,1658.88,14.7,0.4,3.4,96.2,0.634751297
1999,171,171,16,1762.56,14.7,1,3.2,98.2,0.300671667
1999,171,171,17,1442.88,14.9,0.5,3.2,98.2,0.304574187
1999,171,171,18,1529.28,14.9,2.7,3.3,98.2,0.304574187
1999,171,171,19,1512,15.4,0.4,3.4,97.2,0.489261795
1999,171,171,20,1304.64,15.3,0,3.1,95.2,0.833367184
1999,171,171,21,1149.12,13.9,0,1.6,93.1,1.094403715
1999,171,171,22,0,12.8,0,0.8,94.9,0.752900948
1999,171,171,23,0,12.2,0,0.8,95.9,0.581887349
1999,172,172,0,0,11.3,0,0.8,99.2,0.106984596
1999,172,172,1,0,10.7,0,0.8,99.2,0.102801928
1999,172,172,2,0,10.6,0,0.8,98,0.255297434
1999,172,172,3,0,10.3,0,0.8,96.8,0.400375924
1999,172,172,4,0,10.2,0,0.8,98,0.248567184
1999,172,172,5,0,9.6,0,0.8,99.1,0.107443916
1999,172,172,6,0,9.3,0,0.8,99.1,0.105296201
1999,172,172,7,1002.24,9.8,0,0.8,97.9,0.254093098
1999,172,172,8,1304.64,11.1,0,0.8,94.6,0.712624893
1999,172,172,9,2082.24,12.5,0,2.7,86.4,1.9686139
1999,172,172,10,4199.04,12.9,0.1,3.1,81.5,2.749055568
1999,172,172,11,3049.92,11.1,0.2,1.8,85.7,1.88713629
1999,172,172,12,2531.52,11.3,0.7,3.5,85.8,1.898976573
1999,172,172,13,1468.8,13,0,3.8,79.5,3.066249573
1999,172,172,14,3412.8,12.1,0,2.2,79.9,2.833942334
1999,172,172,15,2324.16,11.4,0,1.2,80.4,2.638553317
1999,172,172,16,4155.84,13,0,1.3,77.5,3.365395873
1999,172,172,17,3499.2,13.6,0,2.1,76,3.733089541
1999,172,172,18,1667.52,15.1,0,4.2,61.6,6.581782472
1999,172,172,19,1641.6,13,0,3.2,71.4,4.277792087
1999,172,172,20,1719.36,12.7,0,2.6,71.2,4.223901269
1999,172,172,21,1062.72,11.3,0,1.6,80.3,2.634495668
1999,172,172,22,743.04,9.2,0,0.8,91.8,0.952919599
1999,172,172,23,0,8.1,0,0.8,95.2,0.517750491
1999,173,173,0,0,8.1,0,1,93.9,0.657974583
1999,173,173,1,0,7.4,0,0.8,95,0.514165672
1999,173,173,2,0,6.9,0,0.8,96.2,0.377594039
1999,173,173,3,0,6.2,0,0.8,98.9,0.104155767
1999,173,173,4,0,5.2,0,0.8,100,0
1999,173,173,5,0,5,0,0.8,100,0
1999,173,173,6,812.16,4.8,0,0.8,100,0
1999,173,173,7,1019.52,7.9,0,0.8,95.1,0.521386715
1999,173,173,8,1848.96,11,0,0.8,86.8,1.730436476
1999,173,173,9,3689.28,12.4,0,0.8,78,3.163669298
1999,173,173,10,4622.4,13.5,0,1.3,69,4.790607476
1999,173,173,11,4216.32,14.4,0,1.6,62.5,6.143752306
1999,173,173,12,4726.08,15.8,0,1.8,55.4,7.995553964
1999,173,173,13,4415.04,16.7,0,1.9,54.1,8.714483906
1999,173,173,14,4155.84,15.8,0,1.8,59.7,7.224682169
1999,173,173,15,4345.92,16.1,0,2.1,57.6,7.748262347
1999,173,173,16,3706.56,15.9,0,2,57.3,7.704042804
1999,173,173,17,3576.96,15.6,0,2,61.3,6.849578582
1999,173,173,18,3317.76,15.4,0,1.5,64.6,6.185666975
1999,173,173,19,1892.16,16.7,0,1.2,60.9,7.423449253
1999,173,173,20,1529.28,15.1,0,1.1,66.1,5.810479839
1999,173,173,21,933.12,14.1,0,0.9,75.4,3.952754829
1999,173,173,22,760.32,10.8,0,0.8,88.9,1.435908388
1999,173,173,23,0,9.3,0,0.8,95.5,0.526481004
1999,174,174,0,0,8.6,0,0.8,97.8,0.245498232
1999,174,174,1,0,7.8,0,0.8,99,0.105682374
1999,174,174,2,0,7.1,0,0.8,99,0.100740815
1999,174,174,3,0,7.9,0,0.8,97.7,0.24473254
1999,174,174,4,0,7.5,0,0.8,97.7,0.238139763
1999,174,174,5,0,7.8,0,0.8,97.7,0.24306946
1999,174,174,6,855.36,8.3,0,0.8,96.5,0.382695269
1999,174,174,7,1149.12,9.9,0,0.8,92,0.974489464
1999,174,174,8,1978.56,11,0,0.8,89,1.442030397
1999,174,174,9,3170.88,12.5,0,0.8,84.3,2.272591046
1999,174,174,10,2496.96,14.2,0,0.8,78.3,3.509451901
1999,174,174,11,2833.92,15.5,0,0.8,72.8,4.783415271
1999,174,174,12,5451.84,17.5,0,0.9,60.9,7.809170471
1999,174,174,13,4821.12,17.4,0,1.3,60,7.938634369
1999,174,174,14,4475.52,17.8,0,1.3,57.9,8.568885776
1999,174,174,15,4734.72,18.9,0,1.4,56.8,9.420627532
1999,174,174,16,4415.04,18.3,0,1.2,58.5,8.716410841
1999,174,174,17,3006.72,18.5,0,1.5,57.9,8.953971091
1999,174,174,18,3222.72,18.7,0,1.1,55.8,9.519000546
1999,174,174,19,2937.6,17.9,0,1.5,60.4,8.110940013
1999,174,174,20,1218.24,16.6,0,1.4,67.5,6.131301959
1999,174,174,21,933.12,15.6,0,1,73.8,4.637182399
1999,174,174,22,743.04,13.6,0,0.8,84.9,2.348735503
1999,174,174,23,0,11.7,0,0.8,92.6,1.016162752
1999,175,175,0,0,10.4,0,0.8,95.7,0.541611984
1999,175,175,1,0,9.8,0,0.8,95.6,0.532385539
1999,175,175,2,0,9.3,0,0.8,96.7,0.38608607
1999,175,175,3,0,8.9,0,0.8,97.8,0.250534455
1999,175,175,4,0,8.1,0,0.8,99,0.107864686
1999,175,175,5,0,7.4,0,0.8,99,0.102833134
1999,175,175,6,803.52,7.5,0,0.8,97.7,0.238139763
1999,175,175,7,1105.92,9.8,0,0.8,93.2,0.822777651
1999,175,175,8,1831.68,12.9,0,1.1,84.5,2.303262773
1999,175,175,9,3369.6,16.5,0,0.9,72.6,5.13639116
1999,175,175,10,4492.8,17.9,0,1.5,62.9,7.598885719
1999,175,175,11,5460.48,18.8,0,1.8,58.3,9.036904628
1999,175,175,12,6324.48,18.9,0,1.7,58.4,9.071715402
1999,175,175,13,6583.68,19.8,0,2,57,9.917028764
1999,175,175,14,5797.44,20.2,0,1.9,57.3,10.09471353
1999,175,175,15,5875.2,20.4,0,2,56,10.53131943
1999,175,175,16,4518.72,20.3,0,2.1,58.1,9.966970685
1999,175,175,17,3214.08,20.4,0,2.1,56,10.53131943
1999,175,175,18,2384.64,20.2,0,2.1,58.1,9.905585412
1999,175,175,19,2773.44,19.7,0,1.8,59.1,9.374388406
1999,175,175,20,1598.4,18.7,0,1.4,63.6,7.83917692
1999,175,175,21,976.32,16.4,0,0.9,73.5,4.936162025
1999,175,175,22,725.76,13.7,0,0.8,86,2.191851962
1999,175,175,23,0,11.9,0,0.8,93.7,0.876613998
1999,176,176,0,0,11.2,0,0.8,95.8,0.557955671
1999,176,176,1,0,10.4,0,0.8,95.7,0.541611984
1999,176,176,2,0,10.1,0,0.8,96.8,0.395054713
1999,176,176,3,0,9.6,0,0.8,97.9,0.25070247
1999,176,176,4,0,9.3,0,0.9,96.7,0.38608607
1999,176,176,5,0,8.4,0,0.8,97.8,0.242190447
1999,176,176,6,812.16,8.6,0,0.8,99.1,0.100431095
1999,176,176,7,1166.4,10.8,0,0.8,93.4,0.853783366
1999,176,176,8,1892.16,13.7,0,1.1,86,2.191851962
1999,176,176,9,3300.48,16.2,0,1.6,74.2,4.74491796
1999,176,176,10,4492.8,18,0,2.1,65.4,7.131546305
1999,176,176,11,5538.24,18.7,0,2.6,59.6,8.700624934
1999,176,176,12,6307.2,19.6,0,2.2,59.7,9.179712992
1999,176,176,13,6799.68,20.3,0,2.2,58.1,9.966970685
1999,176,176,14,6860.16,21,0,2.1,58.1,10.40605816
1999,176,176,15,6566.4,21.7,0,2.1,57.3,11.06934601
1999,176,176,16,6013.44,22,0,2.2,55.4,11.77548942
1999,176,176,17,5071.68,22.3,0,2.4,54.9,12.12696978
1999,176,176,18,4008.96,21.6,0,2.5,56.5,11.20802895
1999,176,176,19,2851.2,20.9,0,2.8,56.5,10.73724776
1999,176,176,20,1805.76,19.9,0,2.4,57.1,9.95547066
1999,176,176,21,1028.16,18.1,0,1.7,63,7.674300429
1999,176,176,22,760.32,15.4,0,1.5,73.6,4.613039778
1999,176,176,23,0,14.4,0,1.8,75.6,3.997534834
1999,177,177,0,0,13.2,0,1.5,79.7,3.076285014
1999,177,177,1,0,12.2,0,1.5,84.2,2.242395148
1999,177,177,2,0,11.9,0,1.8,84,2.226321264
1999,177,177,3,0,11.3,0,1.9,85.8,1.898976573
1999,177,177,4,0,10.5,0,1.3,88.8,1.420160157
1999,177,177,5,0,9.9,0,0.9,90.9,1.108481765
1999,177,177,6,786.24,9.9,0,1.1,90.9,1.108481765
1999,177,177,7,1028.16,12.7,0,1.3,79.3,3.035929037
1999,177,177,8,1814.4,15.5,0,1.1,71,5.099964811
1999,177,177,9,3516.48,18.4,0,1.1,66.6,7.059259144
1999,177,177,10,4492.8,20.8,0,1.4,63.1,9.052311857
1999,177,177,11,5598.72,22.6,0,1.9,55.9,12.07612716
