Year,Day,DOY,Hour,Irradiance,Temp,Rain,Wind,Rel_hum,SD
2000,692,327,10,138.24,8.1,0,3.7,,1.089433326
2000,692,327,11,725.76,9,0,4,,1.536329968
2000,692,327,12,285.12,8.7,0.2,4.8,,1.247069776
2000,692,327,13,224.64,8.5,0.6,4,,1.097277314
2000,692,327,14,354.24,8.3,0,5.5,,1.235559013
2000,692,327,15,639.36,8.2,0,5.1,,1.498692228
2000,692,327,16,864,8.5,0,5.2,,1.928548007
2000,692,327,17,371.52,8.2,0,4.8,,2.041696659
2000,692,327,18,17.28,7.3,0,4.4,,1.33792242
2000,692,327,19,0,6.8,0,3.9,,1.184232977
2000,692,327,20,0,6.2,0,2.7,,1.041557666
2000,692,327,21,0,5.8,0,2.6,,0.893380061
2000,692,327,22,0,5.7,0,3.3,,0.768300459
2000,692,327,23,0,5.8,0,1.8,,0.902590164
2000,693,328,0,0,6.1,0,2,,0.902732431
2000,693,328,1,0,6.2,0,1,,0.643872012
2000,693,328,2,0,6.8,0,2,,0.917780557
2000,693,328,3,0,7,0,1.9,,0.790408877
2000,693,328,4,0,7.3,0,2.2,,0.92939649
2000,693,328,5,0,7.7,0.6,1.8,,0.808219915
2000,693,328,6,0,7.6,0,2.4,,0.802718715
2000,693,328,7,0,7.6,0.2,2.3,,0.802718715
2000,693,328,8,0,7.5,0.4,2.1,,0.52804904
2000,693,328,9,0,7.9,1.1,2,,0.670354348
2000,693,328,10,34.56,9.1,0.8,2.8,,0.842626484
2000,693,328,11,120.96,9.6,0.8,2.4,,0.847613114
2000,693,328,12,414.72,10.2,0.1,2.8,,1.155837404
2000,693,328,13,293.76,10.7,0,3.3,,1.606280118
2000,693,328,14,950.4,11.4,0,3.7,,2.073149035
2000,693,328,15,561.6,11.7,0,3.5,,2.23830444
2000,693,328,16,190.08,11.7,0,3,,2.08725322
2000,693,328,17,25.92,11.4,0.5,2.6,,1.776984887
2000,693,328,18,0,10.2,3,2.4,,0.857556784
2000,693,328,19,0,8.6,2,3.4,,0.691858653
2000,693,328,20,0,8,1,1.7,,0.674937156
2000,693,328,21,0,7.5,0.1,1.9,,0.52804904
2000,693,328,22,0,7.4,0.1,2.2,,0.534732299
2000,693,328,23,0,7.2,0,2.1,,0.659321325
2000,694,329,0,0,7,0,2.1,,0.790408877
2000,694,329,1,0,6.4,0,2.4,,0.77763161
2000,694,329,2,0,5.9,0,2.7,,0.639917296
2000,694,329,3,0,5.8,0,3.3,,0.773648712
2000,694,329,4,0,5.4,0,3.7,,0.761408449
2000,694,329,5,0,5.3,0,3.5,,0.756127505
2000,694,329,6,0,5.1,0,3.1,,0.631619914
2000,694,329,7,0,4.7,0,2.8,,0.494784073
2000,694,329,8,0,4.6,0,2.9,,0.618401319
2000,694,329,9,0,4.4,0,2.5,,0.492846492
2000,694,329,10,146.88,4.3,0,2.9,,0.489399978
2000,694,329,11,699.84,5,0,3.3,,0.757900907
2000,694,329,12,1036.8,5.6,0,3.5,,0.899232108
2000,694,329,13,993.6,6.3,0,3.7,,1.039243914
2000,694,329,14,1503.36,7.2,0,3.5,,1.46065032
2000,694,329,15,699.84,7.1,0,3,,1.460741821
2000,694,329,16,656.64,7.4,0,3.2,,1.604196896
2000,694,329,17,241.92,7,0,2.2,,1.720890213
2000,694,329,18,34.56,6,0,2,,1.036586383
2000,694,329,19,0,5.8,0,1.6,,0.893380061
2000,694,329,20,0,5.8,0,2.3,,0.893380061
2000,694,329,21,0,5.7,0,2,,0.896350535
2000,694,329,22,0,5.5,0,2.7,,0.766721881
2000,694,329,23,0,5.5,0,2.4,,0.63141802
2000,695,330,0,0,5.4,0,1.4,,0.501633802
2000,695,330,1,0,5.4,0,2.1,,0.635999999
2000,695,330,2,0,5.7,0,2.1,,0.768300459
2000,695,330,3,0,5.8,0.1,2.5,,0.635497157
2000,695,330,4,0,5.7,0.1,2.4,,0.375003795
2000,695,330,5,0,5.6,0,2.5,,0.508656546
2000,695,330,6,0,5.5,0,3.2,,0.505134416
2000,695,330,7,0,5.6,0,2.8,,0.508656546
2000,695,330,8,0,5.5,0.1,4,,0.369830555
2000,695,330,9,0,5.5,0,3.2,,0.369830555
2000,695,330,10,17.28,5.5,0,3,,0.243546951
2000,695,330,11,103.68,5.7,0,3.4,,0.246953719
2000,695,330,12,457.92,6,0,3.4,,0.513623884
2000,695,330,13,1054.08,6.7,0,3.7,,0.784075377
2000,695,330,14,933.12,7.5,0,4.4,,1.470254191
2000,695,330,15,803.52,8.1,0,4.9,,1.909204937
2000,695,330,16,760.32,8.2,0,4.1,,2.041696659
2000,695,330,17,181.44,8.1,0,3.5,,1.909204937
2000,695,330,18,25.92,8.1,0,4.1,,2.178866652
2000,695,330,19,0,8.1,0.2,4.4,,2.308304275
2000,695,330,20,0,7.2,0.7,4.3,,1.065057525
2000,695,330,21,0,6.7,2.3,5.2,,0.784075377
2000,695,330,22,0,6.3,3.8,4.4,,0.514854783
2000,695,330,23,0,6.4,1.8,4.3,,0.518421073
2000,696,331,0,0,6.5,2,3.8,,0.386673415
2000,696,331,1,0,6.8,0.1,3.5,,0.384875718
2000,696,331,2,0,7.1,0,3,,0.392889179
2000,696,331,3,0,7.5,0,4,,0.807604415
2000,696,331,4,0,7.2,0,4.3,,0.79118559
2000,696,331,5,0,7,0,4.1,,0.930481336
2000,696,331,6,0,6.7,0,4,,0.656663128
2000,696,331,7,0,6.8,0,4.3,,0.917780557
2000,696,331,8,0,6.4,0,4.4,,0.912037074
2000,696,331,9,0,5.8,0,4.4,,0.893380061
2000,696,331,10,138.24,5.6,0,4.6,,1.153560381
2000,696,331,11,924.48,6.1,0,4.5,,1.429326349
2000,696,331,12,717.12,6.8,0,5.2,,1.717137817
2000,696,331,13,682.56,7,0,4.9,,1.850957496
2000,696,331,14,285.12,6.8,0.1,4.5,,1.588845911
2000,696,331,15,578.88,7.1,0,3.8,,1.591704881
2000,696,331,16,552.96,7.6,0,3.8,,2.272632207
2000,696,331,17,241.92,7.5,0,3.8,,2.14325787
2000,696,331,18,17.28,7.1,0,3.7,,1.722667941
2000,696,331,19,0,7,0,3.8,,1.730895389
2000,696,331,20,0,6.8,0,3.5,,1.845429723
2000,696,331,21,0,6.3,0,3.7,,1.439686524
2000,696,331,22,0,6.2,0,3.5,,1.429774615
2000,696,331,23,0,5.8,0,3,,1.289414521
2000,697,332,0,0,5.4,0,3,,1.021183097
2000,697,332,1,0,4.7,0,3.3,,0.750706869
2000,697,332,2,0,4.2,0,3.2,,0.609527642
2000,697,332,3,0,4.3,0,3.2,,0.738247424
2000,697,332,4,0,4.3,0,2.9,,0.738247424
2000,697,332,5,0,4.6,0,2.9,,0.618401319
2000,697,332,6,0,4.6,0,2.6,,0.618401319
2000,697,332,7,0,4,0,2,,0.357360281
2000,697,332,8,0,3.8,0,1.7,,0.352361189
2000,697,332,9,0,3.6,0,1.6,,0.355319899
2000,697,332,10,43.2,4,0,1.8,,0.227411088
2000,697,332,11,241.92,4.1,0,1.9,,0.229016589
2000,697,332,12,432,4.2,0,2,,0.230632081
2000,697,332,13,639.36,4.8,0,2.9,,0.489666319
2000,697,332,14,820.8,5.4,0,3.1,,0.761408449
2000,697,332,15,535.68,5.8,0,2.1,,0.764438609
2000,697,332,16,414.72,6,0,3,,0.644364508
2000,697,332,17,181.44,6.6,0,2.2,,0.652156917
2000,697,332,18,17.28,7,0,2.9,,0.520269134
2000,697,332,19,0,7.4,0,3.2,,0.534732299
2000,697,332,20,0,7.5,0,2.7,,0.662649776
2000,697,332,21,0,7.8,0.2,3.4,,0.81375428
2000,697,332,22,0,7.7,0.3,3.1,,0.944672627
2000,697,332,23,0,8.2,0,3.1,,1.63987338
2000,698,333,0,0,8.3,0,4,,1.640122583
2000,698,333,1,0,7.5,0.9,4.1,,0.52804904
2000,698,333,2,0,7.5,1.1,2.8,,0.393448305
2000,698,333,3,0,7.8,1.1,3.2,,0.264205935
2000,698,333,4,0,8.4,0.3,4.1,,0.26420776
2000,698,333,5,0,9.2,0.1,4.2,,0.127830678
2000,698,333,6,0,10.3,0,4.1,,0.57554039
2000,698,333,7,0,11,0,3.6,,0.734124566
2000,698,333,8,0,11.4,0,3.3,,0.74041037
2000,698,333,9,0,11.6,0,3.7,,0.900334475
2000,698,333,10,25.92,11.8,0,4.2,,1.050544481
2000,698,333,11,241.92,11.9,0,4.1,,1.349707266
2000,698,333,12,414.72,12,0,4.1,,1.358639649
2000,698,333,13,596.16,12.3,0,3.8,,1.671470572
2000,698,333,14,656.64,12.6,0,3.9,,1.835875137
2000,698,333,15,699.84,12.6,0,4.1,,1.835875137
2000,698,333,16,699.84,12.5,0,3.5,,1.983089002
2000,698,333,17,397.44,12.3,0,3.6,,1.828617378
2000,698,333,18,60.48,11.4,0,2.3,,1.332738665
2000,698,333,19,0,11.2,0,1.4,,1.182334636
2000,698,333,20,0,11.4,0,2.9,,1.346200672
2000,698,333,21,0,11.5,0,3.1,,1.341594361
2000,698,333,22,0,12.1,0,3.4,,2.410965866
2000,698,333,23,0,12.2,0,3.2,,2.724935877
2000,699,334,0,0,11.8,0,2.2,,2.253141452
2000,699,334,1,0,11.4,0,2,,2.073149035
2000,699,334,2,0,10.9,0,2,,1.901282984
2000,699,334,3,0,10.6,0,2.7,,1.889201013
2000,699,334,4,0,10.3,0,2.9,,1.72662117
2000,699,334,5,0,10.6,0,2.2,,2.029614601
2000,699,334,6,0,10.7,0,2.2,,2.18454096
2000,699,334,7,0,10.8,0,2.1,,2.613094543
2000,699,334,8,0,11,0,1.9,,2.923388895
2000,699,334,9,0,10.4,0,2.1,,2.582103643
2000,699,334,10,120.96,10.1,0,2,,2.567855636
2000,699,334,11,561.6,10.8,0,2.4,,3.324580681
2000,699,334,12,1054.08,11.4,0,3.1,,3.661665828
2000,699,334,13,1278.72,11.9,0,3.3,,3.868233196
2000,699,334,14,1304.64,12.8,0,3,,4.266438706
2000,699,334,15,1054.08,12.7,0,2.9,,3.95990744
2000,699,334,16,760.32,12.6,0,2.7,,3.642609398
2000,699,334,17,311.04,12.2,0,2.4,,3.3210156
2000,699,334,18,17.28,11.4,0,2.7,,2.517395257
2000,699,334,19,0,11.4,0,2.9,,2.517395257
2000,699,334,20,0,11.6,0,3.4,,2.523664817
2000,699,334,21,0,11.9,0,3.7,,2.699414533
2000,699,334,22,0,11.8,0,3.8,,2.54342348
2000,699,334,23,0,11.5,0,3.2,,2.222439143
2000,700,335,0,0,11.3,0,3.3,,1.778618903
2000,700,335,1,0,11.1,0,3.1,,1.623201145
2000,700,335,2,0,10.5,0,2.6,,1.306040144
2000,700,335,3,0,10.4,0,3,,1.297349635
2000,700,335,4,0,10.3,0,2.4,,1.301221752
2000,700,335,5,0,9.8,0,1.9,,0.846976993
2000,700,335,6,0,9.9,0,1.9,,0.9988517
2000,700,335,7,0,9.7,0,1.1,,0.85332796
2000,700,335,8,0,9.4,0,0.8,,0.706719142
2000,700,335,9,0,9.3,0,0.9,,0.701974672
2000,700,335,10,77.76,9.3,0,1.1,,0.701974672
2000,700,335,11,371.52,9.7,0,0.9,,0.85332796
2000,700,335,12,881.28,10.5,0,1.2,,1.597680176
2000,700,335,13,1175.04,10.8,0,1.1,,2.043905633
2000,700,335,14,993.6,11.1,0,2.2,,2.349022795
2000,700,335,15,1200.96,11.8,0,2.5,,2.847528461
2000,700,335,16,967.68,11.6,0,2.7,,2.523664817
2000,700,335,17,311.04,10.9,0,2,,2.044530333
2000,700,335,18,25.92,10.8,0,2.2,,1.604077839
2000,700,335,19,0,10.6,0,3.2,,1.302016914
2000,700,335,20,0,10.8,0,3.1,,1.164250044
2000,700,335,21,0,11.4,0,1.5,,1.64236482
2000,700,335,22,0,11.4,0,1.4,,1.790446894
2000,700,335,23,0,11.4,0,1.6,,1.938528968
2000,701,336,0,0,11.4,0,4.6,,2.073149035
2000,701,336,1,0,11.4,0,3.5,,2.221231109
2000,701,336,2,0,11.9,0,3.5,,2.699414533
2000,701,336,3,0,11.9,0,3.7,,2.838559612
2000,701,336,4,0,11.5,0,2.6,,2.669637263
2000,701,336,5,0,11.1,0,2.9,,2.349022795
2000,701,336,6,0,10.8,0,2.7,,2.186202861
2000,701,336,7,0,10.9,0,2.8,,2.474272377
2000,701,336,8,0,10.9,0,3.2,,2.617519725
2000,701,336,9,0,11,0,3.4,,3.054482567
2000,701,336,10,103.68,11.1,0,3.7,,3.220008775
2000,701,336,11,518.4,11.7,0,3.4,,3.995991362
2000,701,336,12,561.6,12,0,3.5,,4.159958514
2000,701,336,13,1054.08,12.5,0,3.4,,4.385955968
2000,701,336,14,518.4,12.4,0,3.9,,4.084009458
2000,701,336,15,267.84,11.4,0.3,4.6,,2.652015324
2000,701,336,16,120.96,10.6,0.3,3.4,,1.455195375
2000,701,336,17,25.92,10.4,0.5,3.3,,0.869098299
2000,701,336,18,0,10.6,0.3,3,,1.021189737
2000,701,336,19,0,10.7,1,3.5,,0.873816384
2000,701,336,20,0,10.8,2,3.6,,0.582125022
2000,701,336,21,0,11.1,2,3.9,,0.739018407
2000,701,336,22,0,11.1,1.1,3.8,,0.739018407
2000,701,336,23,0,10.9,0.3,3.7,,0.729259227
2000,702,337,0,0,11.1,0.1,4.5,,0.884182737
2000,702,337,1,0,11.2,0,4.8,,0.890072142
2000,702,337,2,0,11.1,0.1,4.2,,1.029347067
2000,702,337,3,0,10.9,0,4.2,,1.028776409
2000,702,337,4,0,10.7,0,2.6,,0.873816384
2000,702,337,5,0,10.5,0,2.6,,1.014400112
2000,702,337,6,0,10.6,0,3,,0.868011276
2000,702,337,7,0,10.7,0,2.1,,1.169371926
2000,702,337,8,0,10.3,0,1.5,,0.863310585
2000,702,337,9,0,10.1,0,1.6,,0.716036668
2000,702,337,10,60.48,10.3,0,1.7,,0.863310585
2000,702,337,11,311.04,10.8,0,2,,1.164250044
2000,702,337,12,535.68,11,0,2.2,,1.179843052
2000,702,337,13,613.44,11.3,0,1.5,,1.484411265
2000,702,337,14,535.68,11.4,0,0.9,,1.64236482
2000,702,337,15,397.44,11.4,0.3,1.4,,1.480820739
2000,702,337,16,371.52,10.9,0.2,1.2,,0.872506575
2000,702,337,17,311.04,11,0,0.9,,1.022530645
2000,702,337,18,0,10.4,0,0.8,,0.579398866
2000,702,337,19,0,10.4,0.2,0.8,,0.717950769
2000,702,337,20,0,10.3,0.1,0.9,,0.863310585
2000,702,337,21,0,10.3,0.1,0.9,,0.725681361
2000,702,337,22,0,10.2,0,1.2,,0.857556784
2000,702,337,23,0,10,0,1.3,,1.005569852
2000,703,338,0,0,10.2,0,1.3,,1.155837404
2000,703,338,1,0,10.2,0.1,1.7,,1.155837404
2000,703,338,2,0,10.1,0,2.7,,1.296273278
2000,703,338,3,0,9.5,0.1,2.6,,1.126528674
2000,703,338,4,0,8.8,0,2.9,,1.379962556
2000,703,338,5,0,8.3,0.4,4.5,,0.951271098
2000,703,338,6,0,7.4,0.8,5.2,,0.935781523
2000,703,338,7,0,7,0.1,3.5,,0.660341593
2000,703,338,8,0,7.2,0,2,,0.659321325
2000,703,338,9,0,7.5,0.1,2.9,,0.52804904
2000,703,338,10,0,7.7,0,3.2,,0.535314489
2000,703,338,11,241.92,7.7,0,2.9,,0.808219915
2000,703,338,12,492.48,7.8,0,2.9,,0.940573128
2000,703,338,13,207.36,7.8,0,2.7,,1.215347301
2000,703,338,14,207.36,7.6,0,2.9,,1.48033841
2000,703,338,15,328.32,7.8,0,3,,1.352734387
2000,703,338,16,190.08,7.5,0,3.7,,1.211406622
2000,703,338,17,86.4,7.3,0,3.1,,1.072380566
2000,703,338,18,0,7.2,0,3.5,,1.065057525
2000,703,338,19,0,7,0,1.8,,1.590822929
2000,703,338,20,0,6.2,0,1.2,,1.041557666
2000,703,338,21,0,6.3,0,1.8,,0.781816523
2000,703,338,22,0,6.1,0,1.7,,0.771083952
2000,703,338,23,0,5.8,0,1.8,,0.764438609
2000,704,339,0,0,5.5,0,2.3,,0.63141802
2000,704,339,1,0,5.4,0,2.1,,0.635999999
2000,704,339,2,0,5.4,0,2.4,,0.635999999
2000,704,339,3,0,5.4,0,2.5,,0.635999999
2000,704,339,4,0,5.4,0,2.2,,0.8868169
2000,704,339,5,0,5.3,0,2,,1.014100419
2000,704,339,6,0,4.9,0,2.7,,0.752626977
2000,704,339,7,0,5,0,3.3,,1.010534542
2000,704,339,8,0,5.5,0,3.5,,1.280876555
2000,704,339,9,0,5.6,0,3.6,,1.544135944
2000,704,339,10,0,6.1,0,3.4,,1.946516805
2000,704,339,11,190.08,6.7,0,3.8,,2.107202576
2000,704,339,12,449.28,7,0,3.5,,2.121097239
2000,704,339,13,414.72,6.4,0.6,3.2,,1.305653074
2000,704,339,14,224.64,6.3,1,3.5,,0.915297393
2000,704,339,15,397.44,6.4,0.2,4.3,,0.77763161
2000,704,339,16,682.56,7,0.1,4,,1.06054862
2000,704,339,17,120.96,7.2,0,3.5,,1.19692179
2000,704,339,18,0,7,0,3.1,,1.190615903
2000,704,339,19,0,7.4,0,2.7,,1.604196896
2000,704,339,20,0,7.6,0,2.8,,1.74096137
2000,704,339,21,0,7.5,0,2.8,,1.749809565
2000,704,339,22,0,7.4,0,2.3,,1.871563045
2000,704,339,23,0,7.3,0,2.6,,1.736235202
2000,705,340,0,0,7.5,0,2.6,,1.615208829
2000,705,340,1,0,7.7,0,3.2,,1.752892542
2000,705,340,2,0,8,0,2.8,,1.499860346
2000,705,340,3,0,7.6,0,2.2,,1.209290532
2000,705,340,4,0,7.7,0,2.6,,0.944672627
2000,705,340,5,0,8.1,0,2.5,,1.218870949
2000,705,340,6,0,7.5,0,2.2,,0.94220515
2000,705,340,7,0,7.2,0,2.6,,1.065057525
2000,705,340,8,0,7.5,0,2.7,,1.211406622
2000,705,340,9,0,7.8,0,2.7,,1.754327408
2000,705,340,10,103.68,8.6,0,3,,2.064416948
2000,705,340,11,682.56,9.6,0,4,,2.674159684
2000,705,340,12,743.04,9.3,0,3.7,,3.065289401
2000,705,340,13,984.96,9.6,0,3.4,,4.047054164
2000,705,340,14,984.96,10,0,5,,4.230751205
2000,705,340,15,1460.16,11.2,0,4.7,,4.782477178
2000,705,340,16,760.32,11.3,0,4.3,,4.520099167
2000,705,340,17,241.92,11.3,0,4.1,,4.239264603
2000,705,340,18,0,11.4,0,3.7,,4.253994124
2000,705,340,19,0,11.4,0,3.3,,4.10591205
2000,705,340,20,0,11.4,0,3.5,,3.971291983
2000,705,340,21,0,10.8,0,3.5,,2.768327883
2000,705,340,22,0,10.4,0.2,3.6,,2.015300404
2000,705,340,23,0,10.6,0.4,3.5,,1.889201013
2000,706,341,0,0,10.8,0,3.2,,2.043905633
2000,706,341,1,0,11.2,0,2.5,,2.643647107
2000,706,341,2,0,11.1,0,3.1,,2.639351455
2000,706,341,3,0,10.8,0,4.2,,2.470797316
2000,706,341,4,0,10.5,0,4.3,,2.028800224
2000,706,341,5,0,10.4,0,3.8,,1.725600971
2000,706,341,6,0,10.1,0.4,4.5,,0.999982243
2000,706,341,7,0,10.2,0.1,3.6,,1.006697094
2000,706,341,8,0,10,0,2.4,,1.005569852
2000,706,341,9,0,9.8,0.1,2,,0.992173049
2000,706,341,10,0,9.9,0,1.6,,0.9988517
2000,706,341,11,103.68,9.9,0.4,1.3,,0.852678281
2000,706,341,12,293.76,9.9,0.2,1,,0.706504861
2000,706,341,13,371.52,10.2,0,1.9,,0.857556784
2000,706,341,14,345.6,10.4,0,3.5,,1.007650202
2000,706,341,15,285.12,10.5,0.2,2.7,,1.014400112
2000,706,341,16,328.32,10.4,0.2,2.4,,0.869098299
2000,706,341,17,0,10.3,2.2,3.3,,0.725681361
2000,706,341,18,0,10.3,1.1,3.1,,0.863310585
2000,706,341,19,0,10.3,0.1,3.5,,1.000939809
2000,706,341,20,0,9.2,0,3.2,,0.836709892
2000,706,341,21,0,8.8,0,3.7,,0.554247256
2000,706,341,22,0,9.9,0,3.3,,0.852678281
2000,706,341,23,0,10.3,0,3,,1.000939809
2000,707,342,0,0,10.3,0,2.5,,1.15108078
2000,707,342,1,0,9.9,0.1,2.6,,0.9988517
2000,707,342,2,0,9.2,1,2.3,,0.836709892
2000,707,342,3,0,8.4,0,3.3,,0.82564925
2000,707,342,4,0,8.9,0,2.4,,0.546620629
2000,707,342,5,0,9,0,2.9,,0.550327153
2000,707,342,6,0,8.5,0,1.7,,0.687183773
2000,707,342,7,0,8.2,0,1.5,,0.673325494
2000,707,342,8,0,8.1,0.1,1.8,,0.539323429
2000,707,342,9,0,8.1,0,2.3,,0.539323429
2000,707,342,10,25.92,8.1,0,3.1,,0.67954752
2000,707,342,11,207.36,8.6,0,3.6,,0.825766779
2000,707,342,12,328.32,9.4,0,3.5,,1.272094455
2000,707,342,13,509.76,10.3,0,2.5,,1.72662117
2000,707,342,14,846.72,11.5,0,4.1,,2.818703304
2000,707,342,15,578.88,11.8,0,5.2,,2.985757998
2000,707,342,16,414.72,11.4,0,4.7,,2.665477331
2000,707,342,17,17.28,10.8,0,4.3,,1.461780611
2000,707,342,18,0,10.9,0.8,4.4,,1.028776409
2000,707,342,19,0,11.2,0.3,4.3,,1.036203389
2000,707,342,20,0,11.5,0.7,3.8,,1.192528321
2000,707,342,21,0,11.9,0.3,3.6,,1.349707266
2000,707,342,22,0,12.2,0,4.3,,1.972740036
2000,707,342,23,0,12.5,0.1,5.4,,2.446292273
2000,708,343,0,0,12.5,0.4,5,,2.446292273
2000,708,343,1,0,12.6,0.2,5.2,,2.608108329
2000,708,343,2,0,13.1,0.1,4.9,,3.402527614
2000,708,343,3,0,13.7,0,5,,4.383703924
2000,708,343,4,0,13.9,0,6.1,,4.710694251
2000,708,343,5,0,14.2,0,6.1,,4.916467179
2000,708,343,6,0,13.6,0,6.4,,4.837461863
2000,708,343,7,0,13,0,4.7,,4.143176252
2000,708,343,8,0,12.5,0,4.5,,3.792476778
2000,708,343,9,0,11.9,0,4,,3.422968943
2000,708,343,10,77.76,11.3,0,3.8,,3.236284019
2000,708,343,11,449.28,10.8,0,4.3,,2.91062511
2000,708,343,12,820.8,10.9,0,4.3,,2.904014421
2000,708,343,13,1235.52,11.4,0,4.4,,3.24434362
2000,708,343,14,1408.32,11.5,0,4.3,,3.97057725
2000,708,343,15,1356.48,11.7,0,4,,4.284361873
2000,708,343,16,967.68,11.4,0,4.4,,4.10591205
2000,708,343,17,328.32,10.8,0,4.5,,3.479814021
2000,708,343,18,25.92,10.4,0,4.2,,3.010354979
2000,708,343,19,17.28,10.3,0,4.9,,2.589931756
2000,708,343,20,17.28,9.7,0.1,4.9,,1.70665592
2000,708,343,21,17.28,9.6,0,4,,1.981743337
2000,708,343,22,0,9.6,0,3.9,,2.399580788
2000,708,343,23,0,9.3,0,4,,2.094224438
2000,709,344,0,0,9.6,0,4.1,,2.399580788
2000,709,344,1,0,9.7,0,4.3,,2.547965176
2000,709,344,2,0,9.2,0,4.6,,2.091774729
2000,709,344,3,0,9.2,0,4.6,,2.1033957
2000,709,344,4,0,9.3,0,4.2,,2.234619373
2000,709,344,5,0,8.9,0,4.2,,2.083991149
2000,709,344,6,0,8.3,0,3.7,,1.508912777
2000,709,344,7,0,8.2,0,3.7,,1.498692228
2000,709,344,8,0,8.5,0,3.3,,1.651457776
2000,709,344,9,0,8.2,0,3.7,,1.368371165
2000,709,344,10,77.76,8.1,0,3.6,,1.35909504
2000,709,344,11,354.24,8.4,0,3.2,,1.651298501
2000,709,344,12,864,8.8,0,3.5,,2.069943834
2000,709,344,13,1131.84,9.4,0,3.8,,2.379287777
2000,709,344,14,1010.88,9.7,0,3.8,,2.547965176
2000,709,344,15,596.16,9.7,0,3.5,,2.535946473
2000,709,344,16,665.28,9.8,0,3.3,,2.54093098
2000,709,344,17,293.76,9.7,0,3.5,,2.547965176
2000,709,344,18,17.28,9.2,0,3.3,,2.091774729
2000,709,344,19,0,8.8,0.1,3.3,,1.79847579
2000,709,344,20,0,8.2,0.1,3.7,,1.368371165
2000,709,344,21,0,8.1,0,3.9,,1.628756755
2000,709,344,22,0,7.8,0,3.8,,1.490121473
2000,709,344,23,0,7.6,0,3.8,,1.344814471
2000,710,345,0,0,7.5,0,3.6,,1.201052719
2000,710,345,1,0,7.4,0,3.6,,1.203147672
2000,710,345,2,0,7.1,0,3.8,,1.198815701
2000,710,345,3,0,6.9,0,4.1,,1.063225321
2000,710,345,4,0,7,0,4,,1.190615903
2000,710,345,5,0,7,0,4.4,,1.190615903
2000,710,345,6,0,7,0.2,4.6,,1.06054862
2000,710,345,7,0,6.9,1,5.2,,0.79493482
2000,710,345,8,0,6.9,1.7,5.8,,0.655821226
2000,710,345,9,0,7.3,2.1,5.4,,0.531083709
2000,710,345,10,0,8.1,0.9,5,,0.539323429
2000,710,345,11,120.96,8.7,0,3.7,,0.966198205
2000,710,345,12,293.76,9.2,0,3.9,,1.115613189
2000,710,345,13,345.6,9.7,0,3.9,,1.418207032
2000,710,345,14,432,10.1,0,4.1,,1.580218853
2000,710,345,15,250.56,10.3,0.3,5,,1.72662117
2000,710,345,16,388.8,10.3,0.1,4.8,,1.301221752
2000,710,345,17,164.16,9.4,2.4,5.1,,2.661975434
2000,710,345,18,17.28,8.6,0,5,,2.745116591
2000,710,345,19,0,8.7,0,4.5,,2.606488181
2000,710,345,20,0,9.4,0,3.4,,2.79154061
2000,710,345,21,0,9.5,0,3.9,,2.810392587
2000,710,345,22,0,9.2,0,4.1,,2.091774729
2000,710,345,23,0,9.7,0,3.7,,2.127310548
2000,711,346,0,0,9.2,0.2,3.7,,0.97616154
2000,711,346,1,0,9,0.1,3.4,,0.69937409
2000,711,346,2,0,9.7,0,3.3,,1.273982588
2000,711,346,3,0,9.5,0,5.6,,1.126528674
2000,711,346,4,0,9.5,0,5.3,,1.268827033
2000,711,346,5,0,9.3,0,5.4,,1.26355441
2000,711,346,6,0,9,0,4.8,,1.249701243
2000,711,346,7,0,8.8,0,5.4,,1.379962556
2000,711,346,8,0,8.5,0,5.6,,1.374367545
2000,711,346,9,0,8.3,0,4.8,,1.508912777
2000,711,346,10,103.68,8.1,0,4.3,,1.35909504
2000,711,346,11,639.36,8.5,0,4.5,,1.518454465
2000,711,346,12,1157.76,9.6,0,5.5,,2.125001892
2000,711,346,13,1667.52,10.9,0,6.3,,2.760767073
2000,711,346,14,1624.32,11.4,0,5.2,,2.948179472
2000,711,346,15,864,10.1,0,4.5,,2.851801211
2000,711,346,16,432,5.5,0,4.9,,2.047598436
2000,711,346,17,86.4,6.1,0,4,,1.560974829
2000,711,346,18,0,6.8,0.1,4.2,,1.322393491
2000,711,346,19,0,7.5,0,5,,1.201052719
2000,711,346,20,0,7.6,0.1,4.9,,0.531670837
2000,711,346,21,0,8.5,0.5,5.2,,0.820187084
2000,711,346,22,0,9.3,1.4,6.1,,0.842369606
2000,711,346,23,0,9.6,0.4,5.8,,0.847613114
2000,712,347,0,0,9.7,0.2,5.9,,0.997552404
2000,712,347,1,0,9.7,0.7,5.6,,0.997552404
2000,712,347,2,0,9.6,1.2,4.9,,0.847613114
2000,712,347,3,0,9.6,0.9,4.4,,0.847613114
2000,712,347,4,0,9.6,0.9,5.1,,0.70435456
2000,712,347,5,0,9.8,0.5,4.6,,0.713880609
2000,712,347,6,0,12,0.1,4,,0.896422037
2000,712,347,7,0,11.9,0,4.8,,1.210562187
2000,712,347,8,0,11.5,0,5.1,,1.341594361
2000,712,347,9,0,11.4,0,5.2,,1.332738665
2000,712,347,10,0,11.2,1,4.1,,1.182334636
2000,712,347,11,17.28,10.9,0.6,3.5,,0.872506575
2000,712,347,12,164.16,10.8,0.7,3.7,,0.879655589
2000,712,347,13,241.92,10.6,0.2,4.8,,0.868011276
2000,712,347,14,267.84,11,0,3.7,,1.324046091
