Year,Day,DOY,Dec_day,Hour,Minute,E153,E158,E159,E161,T13,T14,T21,T22
1999,150,150,150,0,0,0.246,,0.000,0.308,0.302,,0.288,0.715
1999,150,150,150.021,0,30,0.395,,0.000,0.294,0.131,,0.214,0.390
1999,150,150,150.042,1,0,0.511,,0.000,0.201,0.216,,0.093,0.356
1999,150,150,150.063,1,30,0.270,,0.000,0.283,0.216,,0.268,0.402
1999,150,150,150.083,2,0,0.171,,0.000,0.294,0.146,,0.206,0.474
1999,150,150,150.104,2,30,0.395,,0.000,0.186,0.101,,0.035,0.282
1999,150,150,150.125,3,0,0.305,,0.000,0.208,0.166,,0.058,0.232
1999,150,150,150.146,3,30,0.355,,0.000,0.208,0.171,,0.206,0.325
1999,150,150,150.167,4,0,0.355,,0.000,0.133,0.106,,0.187,0.334
1999,150,150,150.187,4,30,0.906,,0.000,0.140,0.312,,0.051,0.523
1999,150,150,150.208,5,0,1.463,,0.000,0.337,0.427,,0.066,0.746
1999,150,150,150.229,5,30,1.349,,0.000,0.735,1.040,,0.226,1.099
1999,150,150,150.25,6,0,1.629,,0.000,1.065,1.020,,0.615,1.319
1999,150,150,150.271,6,30,1.586,,0.016,1.093,1.281,,0.852,1.446
1999,150,150,150.292,7,0,1.651,,0.009,1.082,1.281,,0.658,1.319
1999,150,150,150.312,7,30,2.053,,0.357,1.735,1.553,,1.163,1.628
1999,150,150,150.333,8,0,1.807,,0.345,1.846,2.070,,1.261,1.858
1999,150,150,150.354,8,30,2.237,,0.063,1.484,1.553,,0.899,1.489
1999,150,150,150.375,9,0,2.024,,0.038,1.265,1.759,,0.646,1.560
1999,150,150,150.396,9,30,1.901,,0.138,1.606,1.528,,1.163,1.319
1999,150,150,150.417,10,0,1.404,,0.138,0.814,0.930,,0.759,1.080
1999,150,150,150.438,10,30,1.651,,0.069,0.799,0.714,,0.603,0.938
1999,150,150,150.458,11,0,1.607,,0.022,0.986,0.824,,0.712,1.446
1999,150,150,150.479,11,30,0.985,,0.611,0.326,0.487,,0.537,0.854
1999,150,150,150.5,12,0,1.568,,1.022,0.896,0.794,,0.603,1.446
1999,150,150,150.521,12,30,1.901,,1.298,1.373,1.216,,0.965,1.446
1999,150,150,150.542,13,0,1.607,,2.016,1.824,1.809,,1.144,1.808
1999,150,150,150.562,13,30,1.857,,1.408,1.373,1.302,,1.105,1.446
1999,150,150,150.583,14,0,2.053,,1.552,1.756,1.653,,1.000,1.539
1999,150,150,150.604,14,30,2.079,,1.740,1.505,1.508,,1.202,1.780
1999,150,150,150.625,15,0,2.079,,1.771,1.670,1.482,,1.016,1.235
1999,150,150,150.646,15,30,1.695,,1.144,1.215,1.281,,0.883,1.297
1999,150,150,150.667,16,0,1.349,,1.379,0.896,0.779,,0.805,0.938
1999,150,150,150.687,16,30,1.164,,0.865,0.634,0.764,,0.514,0.715
1999,150,150,150.708,17,0,1.114,,0.705,0.477,0.598,,0.428,0.548
1999,150,150,150.729,17,30,1.099,,0.824,0.552,0.503,,0.409,0.938
1999,150,150,150.75,18,0,1.061,,0.765,0.405,0.543,,0.280,0.854
1999,150,150,150.771,18,30,0.548,,1.069,0.509,0.427,,0.385,0.777
1999,150,150,150.792,19,0,0.425,,0.784,0.294,0.261,,0.323,0.523
1999,150,150,150.813,19,30,0.289,,0.611,0.201,0.186,,0.261,0.415
1999,150,150,150.833,20,0,0.289,,0.630,0.186,0.131,,0.214,0.245
1999,150,150,150.854,20,30,0.217,,0.530,0.140,0.106,,0.093,0.272
1999,150,150,150.875,21,0,0.270,,0.417,0.029,0.156,,0.047,0.198
1999,150,150,150.896,21,30,0.061,,0.511,0.082,0.166,,0.125,0.245
1999,150,150,150.917,22,0,0.162,,0.345,0.111,0.055,,0.058,0.136
1999,150,150,150.937,22,30,0.143,,0.169,0.093,0.040,,0.051,0.146
1999,150,150,150.958,23,0,0.094,,0.226,0.100,0.060,,0.070,0.056
1999,150,150,150.979,23,30,0.162,,0.204,0.043,0.000,,0.023,0.012
1999,151,151,151,0,0,0.162,,0.201,0.007,0.015,,0.000,0.080
1999,151,151,151.021,0,30,0.145,,0.354,0.022,0.101,,0.078,0.115
1999,151,151,151.042,1,0,0.145,,0.260,0.111,0.045,,0.086,0.130
1999,151,151,151.063,1,30,0.110,,0.508,0.133,0.095,,0.125,0.192
1999,151,151,151.083,2,0,0.092,,0.492,0.133,0.116,,0.047,0.201
1999,151,151,151.104,2,30,0.162,,0.310,0.140,0.040,,0.035,0.158
1999,151,151,151.125,3,0,0.123,,0.342,0.100,0.065,,0.043,0.093
1999,151,151,151.146,3,30,0.162,,0.260,0.125,0.045,,0.019,0.130
1999,151,151,151.167,4,0,0.154,,0.273,0.075,0.045,,0.000,0.102
1999,151,151,151.188,4,30,0.105,,0.310,0.111,0.126,,0.043,0.158
1999,151,151,151.208,5,0,0.039,,0.458,0.054,0.035,,0.004,0.102
1999,151,151,151.229,5,30,0.118,,0.235,0.022,0.020,,0.043,0.087
1999,151,151,151.25,6,0,0.215,,0.342,0.054,0.020,,0.023,0.149
1999,151,151,151.271,6,30,0.509,,0.367,0.172,0.070,,0.023,0.502
1999,151,151,151.292,7,0,0.748,,0.398,0.262,0.176,,0.140,0.526
1999,151,151,151.312,7,30,0.950,,0.539,0.315,0.261,,0.156,0.749
1999,151,151,151.333,8,0,1.230,,0.329,0.391,0.452,,0.261,0.721
1999,151,151,151.356,8,32,1.399,,0.492,0.412,0.477,,0.214,0.842
1999,151,151,151.376,9,2,1.042,,0.527,0.473,0.417,,0.233,0.721
1999,151,151,151.397,9,32,1.175,,0.414,0.505,0.312,,0.261,0.635
1999,151,151,151.418,10,2,1.094,,0.367,0.369,0.347,,0.288,0.647
1999,151,151,151.439,10,32,1.377,,0.508,0.563,0.337,,0.323,0.765
1999,151,151,151.46,11,2,1.461,,0.627,0.692,0.573,,0.525,0.994
1999,151,151,151.481,11,32,1.897,,1.163,1.276,1.266,,0.883,1.387
1999,151,151,151.501,12,2,1.669,,1.520,1.427,1.141,,0.984,1.474
1999,151,151,151.522,12,32,2.204,,1.875,1.753,1.467,,1.339,1.495
1999,151,151,151.543,13,2,1.825,,1.646,1.348,1.307,,1.183,1.520
1999,151,151,151.564,13,32,1.713,,2.019,1.520,1.538,,1.447,1.635
1999,151,151,151.585,14,2,1.759,,1.947,2.104,1.869,,1.518,1.839
1999,151,151,151.606,14,32,1.969,,1.520,1.731,1.633,,1.105,1.635
1999,151,151,151.626,15,2,1.919,,1.270,1.297,1.417,,1.183,1.322
1999,151,151,151.647,15,32,1.581,,1.495,1.502,1.683,,1.339,1.563
1999,151,151,151.668,16,2,1.625,,1.464,1.258,1.181,,1.144,1.409
1999,151,151,151.689,16,32,1.735,,0.997,1.029,1.101,,0.918,1.180
1999,151,151,151.71,17,2,1.647,,0.953,0.968,0.990,,0.673,0.858
1999,151,151,151.731,17,32,1.307,,0.972,1.029,1.101,,0.790,1.217
1999,151,151,151.751,18,2,0.886,,0.953,0.839,0.764,,0.790,0.941
1999,151,151,151.772,18,32,0.860,,0.762,0.652,0.558,,0.475,0.780
1999,151,151,151.793,19,2,0.605,,0.843,0.401,0.382,,0.444,0.567
1999,151,151,151.814,19,32,0.456,,0.743,0.244,0.196,,0.331,0.427
1999,151,151,151.835,20,2,0.410,,0.558,0.269,0.166,,0.331,0.347
1999,151,151,151.856,20,32,0.311,,0.492,0.168,0.141,,0.206,0.316
1999,151,151,151.876,21,2,0.215,,0.476,0.133,0.136,,0.144,0.381
1999,151,151,151.897,21,32,0.110,,0.596,0.125,0.065,,0.101,0.164
1999,151,151,151.918,22,2,0.186,,0.458,0.111,0.065,,0.035,0.235
1999,151,151,151.939,22,32,0.132,,0.310,0.047,0.030,,0.078,0.080
1999,151,151,151.96,23,2,0.118,,0.248,0.000,0.015,,0.074,0.074
1999,151,151,151.981,23,32,0.015,,0.577,0.093,0.116,,0.117,0.201
1999,152,152,152.001,0,2,0.020,,0.395,0.068,0.136,,0.117,0.068
1999,152,152,152.022,0,32,0.020,,0.339,0.093,0.035,,0.047,0.090
1999,152,152,152.043,1,2,0.026,,0.229,0.043,0.055,,0.074,0.068
1999,152,152,152.064,1,32,0.048,,0.295,0.039,0.040,,0.047,0.015
1999,152,152,152.085,2,2,0.013,,0.351,0.029,0.060,,0.074,0.167
1999,152,152,152.106,2,32,0.031,,0.163,0.022,0.030,,0.016,0.043
1999,152,152,152.126,3,2,0.064,,0.207,0.011,0.075,,0.019,0.046
1999,152,152,152.147,3,32,0.031,,0.307,0.004,0.020,,0.008,0.015
1999,152,152,152.168,4,2,0.009,,0.241,0.011,0.025,,0.023,0.006
1999,152,152,152.189,4,32,0.037,,0.270,0.004,0.000,,0.043,0.046
1999,152,152,152.21,5,2,0.136,,0.282,0.029,0.000,,0.000,0.090
1999,152,152,152.231,5,32,0.221,,0.408,0.122,0.040,,0.043,0.142
1999,152,152,152.251,6,2,0.529,,0.408,0.143,0.106,,0.078,0.248
1999,152,152,152.272,6,32,0.770,,0.702,0.269,0.106,,0.132,0.570
1999,152,152,152.293,7,2,1.336,,0.972,0.738,0.422,,0.366,1.053
1999,152,152,152.314,7,32,1.871,,1.270,1.068,0.819,,0.646,1.105
1999,152,152,152.335,8,2,1.752,,1.348,0.964,0.884,,0.918,1.241
1999,152,152,152.356,8,32,1.664,,2.213,1.419,1.357,,1.183,1.455
1999,152,152,152.376,9,2,1.515,,1.947,1.810,1.357,,1.280,1.433
1999,152,152,152.397,9,32,2.015,,1.915,1.835,1.693,,1.342,1.789
1999,152,152,152.418,10,2,1.798,,2.135,2.122,1.824,,1.537,1.666
1999,152,152,152.439,10,32,1.893,,2.056,2.072,1.467,,1.424,1.666
1999,152,152,152.46,11,2,2.252,,2.213,2.097,1.518,,1.747,1.842
1999,152,152,152.481,11,32,2.116,,2.545,1.857,1.588,,0.984,1.520
1999,152,152,152.501,12,2,1.842,,1.774,2.072,1.613,,1.016,1.498
1999,152,152,152.522,12,32,1.373,,2.777,1.810,1.744,,1.381,1.892
1999,152,152,152.543,13,2,1.456,,1.915,1.907,1.744,,1.607,1.867
1999,152,152,152.564,13,32,1.533,,1.947,1.616,2.141,,1.560,1.186
1999,152,152,152.585,14,2,1.456,,1.743,1.789,1.693,,1.183,1.365
1999,152,152,152.606,14,32,1.471,,1.580,1.419,1.146,,0.984,1.164
1999,152,152,152.626,15,2,1.577,,1.295,1.204,1.126,,1.074,1.105
1999,152,152,152.647,15,32,1.493,,1.495,1.459,1.030,,0.821,1.241
1999,152,152,152.668,16,2,1.243,,1.116,1.384,0.920,,0.984,1.019
1999,152,152,152.689,16,32,1.318,,1.213,1.057,1.146,,1.261,1.223
1999,152,152,152.71,17,2,1.281,,1.404,1.086,1.422,,0.774,0.997
1999,152,152,152.731,17,32,0.871,,1.348,1.290,1.106,,0.984,1.285
1999,152,152,152.751,18,2,0.577,,1.743,1.043,1.045,,1.054,0.997
1999,152,152,152.772,18,32,0.638,,0.721,0.713,0.523,,0.630,0.817
1999,152,152,152.793,19,2,0.428,,0.840,0.523,0.442,,0.580,0.594
1999,152,152,152.814,19,32,0.329,,0.777,0.330,0.307,,0.541,0.514
1999,152,152,152.835,20,2,0.292,,0.702,0.358,0.407,,0.451,0.430
1999,152,152,152.856,20,32,0.318,,0.661,0.262,0.121,,0.198,0.328
1999,152,152,152.876,21,2,0.248,,0.408,0.151,0.171,,0.261,0.310
1999,152,152,152.897,21,32,0.292,,0.680,0.165,0.106,,0.101,0.195
1999,152,152,152.918,22,2,0.357,,0.408,0.100,0.106,,0.066,0.248
1999,152,152,152.939,22,32,0.221,,0.624,0.179,0.161,,0.156,0.341
1999,152,152,152.96,23,2,0.263,,0.624,0.129,0.055,,0.163,0.152
1999,152,152,152.981,23,32,0.311,,0.351,0.122,0.055,,0.066,0.204
1999,153,153,153.001,0,2,0.261,,0.586,0.068,0.020,,0.058,0.220
1999,153,153,153.022,0,32,0.125,,0.571,0.158,0.156,,0.132,0.313
1999,153,153,153.043,1,2,0.149,,0.404,0.147,0.121,,0.140,0.204
1999,153,153,153.064,1,32,0.061,,0.774,0.240,0.256,,0.117,0.260
1999,153,153,153.085,2,2,0.204,,0.680,0.269,0.075,,0.163,0.300
1999,153,153,153.106,2,32,0.134,,0.699,0.240,0.246,,0.214,0.241
1999,153,153,153.126,3,2,0.125,,0.755,0.283,0.201,,0.187,0.331
1999,153,153,153.147,3,32,0.252,,0.483,0.090,0.035,,0.125,0.111
1999,153,153,153.168,4,2,0.289,,0.533,0.129,0.070,,0.082,0.396
1999,153,153,153.189,4,32,0.526,,0.420,0.161,0.116,,0.179,0.455
1999,153,153,153.21,5,2,0.866,,0.605,0.355,0.236,,0.241,0.693
1999,153,153,153.231,5,32,1.239,,0.605,0.749,0.402,,0.580,0.786
1999,153,153,153.251,6,2,1.371,,0.903,0.778,0.513,,0.630,1.074
1999,153,153,153.272,6,32,1.529,,1.348,1.179,0.729,,0.903,1.480
1999,153,153,153.293,7,2,1.221,,1.520,1.054,1.070,,0.969,1.328
1999,153,153,153.314,7,32,1.489,,1.677,1.394,1.070,,1.222,1.480
1999,153,153,153.335,8,2,1.594,,1.379,1.394,1.427,,1.202,1.619
1999,153,153,153.356,8,32,2.033,,1.295,1.416,1.015,,1.265,1.269
1999,153,153,153.376,9,2,2.417,,1.520,1.473,1.231,,1.222,1.307
1999,153,153,153.397,9,32,2.246,,1.843,2.043,1.427,,1.222,1.328
1999,153,153,153.418,10,2,2.246,,1.774,1.875,2.085,,1.560,1.480
1999,153,153,153.439,10,32,2.564,,1.677,1.806,1.910,,1.222,1.328
1999,153,153,153.46,11,2,1.888,,1.552,1.853,1.593,,1.163,1.307
1999,153,153,153.481,11,32,2.083,,1.552,1.552,1.548,,1.109,1.347
1999,153,153,153.501,12,2,1.982,,1.270,1.394,1.382,,1.039,1.328
1999,153,153,153.522,12,32,1.184,,1.743,1.233,1.452,,1.054,1.368
1999,153,153,153.543,13,2,1.331,,1.878,1.434,1.291,,1.089,1.793
1999,153,153,153.564,13,32,1.550,,1.580,1.455,1.382,,1.183,1.328
1999,153,153,153.585,14,2,1.390,,1.580,1.115,1.427,,1.128,1.167
1999,153,153,153.606,14,32,1.529,,1.495,1.473,1.362,,1.019,1.288
1999,153,153,153.626,15,2,1.910,,1.464,1.573,1.618,,1.089,1.167
1999,153,153,153.647,15,32,1.447,,1.552,1.513,1.191,,1.054,1.037
1999,153,153,153.668,16,2,1.390,,1.320,1.219,1.231,,1.074,1.074
1999,153,153,153.689,16,32,1.259,,1.110,1.082,1.171,,0.747,0.913
1999,153,153,153.71,17,2,1.136,,1.320,1.115,1.015,,0.969,1.019
1999,153,153,153.731,17,32,1.136,,0.840,0.871,0.623,,0.607,0.724
1999,153,153,153.751,18,2,0.820,,0.658,0.394,0.322,,0.514,0.288
1999,153,153,153.772,18,32,0.660,,0.404,0.294,0.131,,0.354,0.471
1999,153,153,153.793,19,2,0.515,,0.404,0.100,0.121,,0.187,0.105
1999,153,153,153.814,19,32,0.186,,0.502,0.147,0.121,,0.268,0.195
1999,153,153,153.835,20,2,0.156,,0.404,0.100,0.070,,0.125,0.121
1999,153,153,153.856,20,32,0.099,,0.420,0.158,0.035,,0.109,0.195
1999,153,153,153.876,21,2,0.125,,0.502,0.082,0.090,,0.140,0.040
1999,153,153,153.897,21,32,0.112,,0.420,0.075,0.090,,0.047,0.152
1999,153,153,153.918,22,2,0.015,,0.483,0.065,0.085,,0.086,0.176
1999,153,153,153.939,22,32,0.081,,0.332,0.061,0.050,,0.019,0.000
1999,153,153,153.96,23,2,0.039,,0.304,0.054,0.040,,0.054,0.009
1999,153,153,153.981,23,32,0.009,,0.392,0.129,0.085,,0.125,0.050
1999,154,154,154.001,0,2,0.009,,0.370,0.093,0.156,,0.125,0.080
1999,154,154,154.022,0,32,0.079,,0.201,0.004,0.000,,0.008,0.000
1999,154,154,154.043,1,2,0.083,,0.141,0.018,0.030,,0.004,0.040
1999,154,154,154.064,1,32,0.092,,0.288,0.032,0.070,,0.047,0.053
1999,154,154,154.085,2,2,0.022,,0.213,0.000,0.050,,0.035,0.056
1999,154,154,154.106,2,32,0.048,,0.357,0.043,0.060,,0.047,0.084
1999,154,154,154.126,3,2,0.013,,0.288,0.032,0.010,,0.016,0.000
1999,154,154,154.147,3,32,0.000,,0.357,0.068,0.050,,0.016,0.053
1999,154,154,154.168,4,2,0.000,,0.273,0.061,0.166,,0.012,0.084
1999,154,154,154.189,4,32,0.022,,0.223,0.022,0.000,,0.019,0.000
1999,154,154,154.21,5,2,0.092,,0.213,0.025,0.050,,0.000,0.012
1999,154,154,154.231,5,32,0.305,,0.273,0.093,0.090,,0.043,0.189
1999,154,154,154.251,6,2,0.594,,0.417,0.280,0.090,,0.054,0.353
1999,154,154,154.272,6,32,1.164,,0.480,0.462,0.241,,0.082,0.641
1999,154,154,154.293,7,2,1.502,,0.897,0.760,0.442,,0.444,0.938
1999,154,154,154.314,7,32,1.811,,1.586,1.351,0.930,,0.887,1.554
1999,154,154,154.335,8,2,1.502,,1.646,1.412,1.362,,0.969,1.396
1999,154,154,154.356,8,32,1.673,,1.618,1.229,1.276,,1.054,1.331
1999,154,154,154.376,9,2,1.651,,1.618,1.606,1.296,,1.222,1.189
1999,154,154,154.397,9,32,1.695,,1.884,1.652,1.276,,1.183,1.396
1999,154,154,154.418,10,2,1.785,,1.915,1.713,1.729,,1.409,1.529
1999,154,154,154.439,10,32,2.241,,1.987,1.735,1.698,,1.323,1.554
1999,154,154,154.46,11,2,1.833,,2.219,1.606,1.503,,1.163,1.529
1999,154,154,154.481,11,32,1.978,,1.677,1.674,1.296,,1.265,1.331
1999,154,154,154.501,12,2,2.186,,1.715,1.591,1.528,,1.222,1.375
1999,154,154,154.522,12,32,1.546,,2.141,1.631,1.503,,1.284,1.418
1999,154,154,154.543,13,2,1.382,,1.404,1.373,1.136,,1.074,1.443
1999,154,154,154.564,13,32,1.061,,1.160,0.685,0.683,,0.809,0.969
1999,154,154,154.585,14,2,1.094,,1.185,0.785,0.779,,0.661,1.022
1999,154,154,154.606,14,32,0.748,,0.966,0.584,0.583,,0.479,0.759
1999,154,154,154.626,15,2,0.594,,0.774,0.290,0.357,,0.389,0.313
1999,154,154,154.647,15,32,1.132,,1.038,0.853,0.779,,0.677,1.077
1999,154,154,154.668,16,2,1.344,,1.295,1.319,1.412,,0.918,1.576
1999,154,154,154.689,16,32,1.217,,1.743,1.143,1.116,,1.089,1.331
1999,154,154,154.71,17,2,1.164,,1.715,1.215,1.020,,1.019,1.418
1999,154,154,154.731,17,32,1.235,,1.135,0.631,0.638,,0.661,0.805
1999,154,154,154.751,18,2,1.094,,0.834,0.620,0.749,,0.580,0.805
1999,154,154,154.772,18,32,0.695,,0.966,0.552,0.462,,0.619,0.672
1999,154,154,154.793,19,2,0.502,,0.774,0.380,0.211,,0.455,0.402
1999,154,154,154.814,19,32,0.252,,0.856,0.401,0.357,,0.374,0.412
1999,154,154,154.835,20,2,0.096,,0.793,0.240,0.186,,0.226,0.325
1999,154,154,154.856,20,32,0.140,,0.564,0.147,0.090,,0.163,0.170
1999,154,154,154.876,21,2,0.072,,0.401,0.125,0.090,,0.125,0.084
1999,154,154,154.897,21,32,0.037,,0.345,0.125,0.116,,0.082,0.084
1999,154,154,154.918,22,2,0.033,,0.433,0.133,0.151,,0.101,0.084
1999,154,154,154.939,22,32,0.140,,0.389,0.043,0.080,,0.008,0.046
1999,154,154,154.96,23,2,0.066,,0.329,0.061,0.090,,0.043,0.040
1999,154,154,154.981,23,32,0.000,,0.464,0.125,0.060,,0.148,0.065
1999,155,155,155.001,0,2,0.004,,0.495,0.082,0.085,,0.062,0.087
1999,155,155,155.022,0,32,0.077,,0.339,0.061,0.075,,0.027,0.025
1999,155,155,155.043,1,2,0.070,,0.257,0.061,0.055,,0.019,0.015
1999,155,155,155.064,1,32,0.042,,0.445,0.068,0.055,,0.012,0.006
1999,155,155,155.085,2,2,0.002,,0.476,0.143,0.060,,0.043,0.087
1999,155,155,155.106,2,32,0.116,,0.223,0.036,0.045,,0.043,0.000
1999,155,155,155.126,3,2,0.151,,0.282,0.036,0.020,,0.012,0.019
1999,155,155,155.147,3,32,0.129,,0.310,0.093,0.060,,0.082,0.015
1999,155,155,155.168,4,2,0.129,,0.367,0.054,0.101,,0.012,0.003
1999,155,155,155.189,4,32,0.070,,0.429,0.072,0.095,,0.031,0.053
1999,155,155,155.21,5,2,0.077,,0.282,0.072,0.035,,0.089,0.108
1999,155,155,155.231,5,32,0.230,,0.652,0.151,0.161,,0.062,0.263
1999,155,155,155.251,6,2,0.303,,0.690,0.276,0.216,,0.140,0.356
1999,155,155,155.272,6,32,0.638,,0.599,0.323,0.226,,0.183,0.576
1999,155,155,155.293,7,2,0.978,,0.727,0.470,0.347,,0.304,0.474
1999,155,155,155.314,7,32,0.917,,0.940,0.652,0.518,,0.514,0.746
1999,155,155,155.335,8,2,1.175,,1.009,0.864,0.764,,0.747,0.824
1999,155,155,155.356,8,32,1.581,,1.320,1.029,1.005,,0.969,1.062
1999,155,155,155.376,9,2,1.603,,1.552,1.297,1.181,,1.148,1.489
1999,155,155,155.397,9,32,1.625,,1.618,1.387,1.307,,1.109,1.356
1999,155,155,155.418,10,2,1.377,,1.918,1.090,1.101,,0.953,1.080
1999,155,155,155.439,10,32,1.127,,1.160,0.742,0.573,,0.716,0.656
1999,155,155,155.46,11,2,1.075,,1.160,0.806,0.658,,0.778,0.762
1999,155,155,155.481,11,32,1.248,,1.263,1.029,0.990,,0.918,0.923
1999,155,155,155.501,12,2,1.042,,1.320,0.996,0.704,,0.747,0.870
1999,155,155,155.522,12,32,1.057,,1.320,0.652,0.688,,0.661,0.672
1999,155,155,155.543,13,2,1.439,,1.918,1.172,1.080,,0.969,1.421
1999,155,155,155.564,13,32,1.417,,1.433,1.297,1.025,,0.794,1.009
1999,155,155,155.585,14,2,1.803,,1.489,1.029,0.864,,0.887,1.062
1999,155,155,155.606,14,32,1.803,,1.489,1.075,1.181,,0.794,1.272
1999,155,155,155.626,15,2,1.713,,1.373,0.964,0.814,,0.872,1.176
1999,155,155,155.647,15,32,1.581,,1.743,1.541,1.241,,1.132,1.489
1999,155,155,155.668,16,2,1.603,,1.715,1.140,1.005,,1.004,1.316
1999,155,155,155.689,16,32,0.871,,1.345,0.663,0.734,,0.716,0.808
1999,155,155,155.71,17,2,0.509,,1.034,0.409,0.588,,0.634,0.632
1999,155,155,155.731,17,32,0.627,,0.790,0.330,0.286,,0.444,0.449
1999,155,155,155.751,18,2,0.303,,0.386,0.226,0.186,,0.284,0.158
1999,155,155,155.772,18,32,0.215,,0.495,0.122,0.186,,0.198,0.139
1999,155,155,155.793,19,2,0.230,,0.367,0.151,0.151,,0.140,0.158
1999,155,155,155.814,19,32,0.123,,0.445,0.115,0.060,,0.132,0.080
1999,155,155,155.835,20,2,0.136,,0.599,0.093,0.216,,0.125,0.059
1999,155,155,155.856,20,32,0.136,,0.542,0.100,0.216,,0.140,0.059
1999,155,155,155.876,21,2,0.101,,0.618,0.151,0.317,,0.101,0.074
1999,155,155,155.897,21,32,0.116,,0.367,0.097,0.080,,0.043,0.034
1999,155,155,155.918,22,2,0.123,,0.282,0.100,0.151,,0.066,0.009
1999,155,155,155.939,22,32,0.081,,0.561,0.097,0.186,,0.093,0.053
1999,155,155,155.96,23,2,0.037,,0.542,0.136,0.231,,0.047,0.040
1999,155,155,155.981,23,32,0.101,,0.339,0.079,0.095,,0.074,0.087
1999,156,156,156.001,0,2,0.024,,0.335,0.061,0.166,,0.043,0.015
1999,156,156,156.022,0,32,0.029,,0.408,0.032,0.060,,0.054,0.090
1999,156,156,156.043,1,2,0.061,,0.376,0.054,0.151,,0.074,0.037
1999,156,156,156.064,1,32,0.121,,0.376,0.054,0.095,,0.051,0.068
1999,156,156,156.085,2,2,0.057,,0.492,0.100,0.106,,0.074,0.012
1999,156,156,156.106,2,32,0.125,,0.307,0.004,0.000,,0.027,0.022
1999,156,156,156.126,3,2,0.134,,0.426,0.100,0.030,,0.043,0.006
1999,156,156,156.147,3,32,0.046,,0.279,0.054,0.166,,0.051,0.090
1999,156,156,156.168,4,2,0.079,,0.473,0.093,0.166,,0.027,0.028
1999,156,156,156.189,4,32,0.020,,0.307,0.036,0.276,,0.051,0.074
1999,156,156,156.21,5,2,0.121,,0.364,0.022,0.121,,0.031,0.000
1999,156,156,156.231,5,32,0.094,,0.351,0.000,0.216,,0.000,0.037
1999,156,156,156.251,6,2,0.107,,0.292,0.054,0.136,,0.031,0.068
1999,156,156,156.272,6,32,0.066,,0.323,0.047,0.136,,0.089,0.090
1999,156,156,156.293,7,2,0.066,,0.408,0.011,0.246,,0.012,0.096
1999,156,156,156.314,7,32,0.162,,0.254,0.022,0.126,,0.043,0.102
1999,156,156,156.335,8,2,0.171,,0.135,0.068,0.126,,0.004,0.031
1999,156,156,156.356,8,32,0.162,,0.524,0.108,0.332,,0.097,0.127
1999,156,156,156.376,9,2,0.180,,0.364,0.122,0.206,,0.132,0.118
1999,156,156,156.397,9,32,0.261,,0.323,0.158,0.216,,0.117,0.201
1999,156,156,156.418,10,2,0.588,,0.455,0.312,0.146,,0.183,0.297
1999,156,156,156.439,10,32,0.739,,0.376,0.283,0.171,,0.191,0.248
1999,156,156,156.46,11,2,0.702,,0.395,0.269,0.106,,0.198,0.238
1999,156,156,156.481,11,32,1.298,,0.850,0.624,0.352,,0.506,0.659
1999,156,156,156.501,12,2,1.664,,1.461,1.240,0.884,,1.004,1.341
1999,156,156,156.522,12,32,1.730,,1.994,1.419,1.161,,1.058,1.495
1999,156,156,156.543,13,2,1.643,,1.715,1.681,1.312,,1.307,1.539
1999,156,156,156.564,13,32,1.943,,1.994,1.771,1.442,,1.226,1.681
1999,156,156,156.585,14,2,2.015,,1.618,1.366,1.226,,1.167,1.319
1999,156,156,156.606,14,32,1.943,,1.461,1.516,1.291,,1.058,1.198
1999,156,156,156.626,15,2,1.752,,1.677,1.437,1.206,,1.167,1.341
1999,156,156,156.647,15,32,1.281,,1.210,0.778,0.905,,0.778,0.873
1999,156,156,156.668,16,2,0.941,,0.937,0.613,0.603,,0.529,0.579
1999,156,156,156.689,16,32,0.866,,0.558,0.283,0.206,,0.389,0.384
1999,156,156,156.71,17,2,0.515,,0.426,0.115,0.226,,0.245,0.229
1999,156,156,156.731,17,32,0.318,,0.765,0.176,0.246,,0.265,0.201
1999,156,156,156.751,18,2,0.281,,0.558,0.075,0.171,,0.292,0.183
1999,156,156,156.772,18,32,0.384,,0.376,0.194,0.246,,0.226,0.372
1999,156,156,156.793,19,2,0.493,,0.724,0.172,0.256,,0.284,0.372
1999,156,156,156.814,19,32,0.458,,0.668,0.108,0.126,,0.210,0.229
1999,156,156,156.835,20,2,0.318,,0.455,0.129,0.166,,0.237,0.183
1999,156,156,156.856,20,32,0.270,,0.473,0.122,0.216,,0.198,0.152
1999,156,156,156.876,21,2,0.189,,0.473,0.090,0.181,,0.109,0.062
1999,156,156,156.897,21,32,0.180,,0.442,0.100,0.121,,0.156,0.090
1999,156,156,156.918,22,2,0.024,,0.473,0.054,0.146,,0.140,0.062
1999,156,156,156.939,22,32,0.094,,0.335,0.082,0.121,,0.089,0.037
1999,156,156,156.96,23,2,0.143,,0.364,0.068,0.166,,0.163,0.074
1999,156,156,156.981,23,32,0.099,,0.539,0.068,0.121,,0.074,0.090
1999,157,157,157.001,0,2,0.055,,0.536,0.061,0.286,,0.156,0.056
1999,157,157,157.022,0,32,0.145,,0.213,0.000,0.085,,0.082,0.015
1999,157,157,157.043,1,2,0.200,,0.288,0.000,0.060,,0.054,0.043
1999,157,157,157.064,1,32,0.123,,0.420,0.104,0.176,,0.183,0.136
