Year,Day,DOY,Dec_day,Hour,Minute,E153,E158,E159,E161,T13,T14,T21,T22
1999,173,173,173.189,4,32,0.000,,0.013,0.004,0.060,,0.109,0.000
1999,173,173,173.21,5,2,0.011,,0.122,0.036,0.161,,0.035,0.028
1999,173,173,173.231,5,32,0.445,,0.019,0.082,0.055,,0.035,0.037
1999,173,173,173.251,6,2,1.046,,0.034,0.434,0.095,,0.066,0.167
1999,173,173,173.272,6,32,1.180,,0.708,1.000,0.678,,0.502,0.712
1999,173,173,173.293,7,2,1.331,,1.298,1.455,1.121,,1.070,1.090
1999,173,173,173.314,7,32,1.638,,1.621,1.556,1.508,,1.339,1.474
1999,173,173,173.335,8,2,1.846,,1.768,2.079,1.462,,1.626,1.517
1999,173,173,173.356,8,32,1.752,,1.357,1.516,1.246,,1.276,1.430
1999,173,173,173.376,9,2,1.660,,1.069,1.398,1.437,,1.218,1.495
1999,173,173,173.397,9,32,1.752,,1.768,2.186,2.025,,1.626,1.932
1999,173,173,173.418,10,2,1.511,,1.768,1.982,2.055,,1.926,2.043
1999,173,173,173.439,10,32,1.919,,2.038,2.129,2.146,,1.743,1.802
1999,173,173,173.46,11,2,1.919,,2.345,1.817,1.970,,1.716,1.830
1999,173,173,173.481,11,32,1.776,,1.730,2.057,2.116,,1.486,1.882
1999,173,173,173.501,12,2,1.572,,1.690,1.889,1.834,,1.533,1.607
1999,173,173,173.522,12,32,1.776,,1.326,1.681,1.673,,1.339,1.344
1999,173,173,173.543,13,2,1.533,,1.455,1.932,1.859,,1.179,1.495
1999,173,173,173.564,13,32,1.616,,1.486,1.792,1.804,,1.377,1.635
1999,173,173,173.585,14,2,1.511,,1.150,1.341,1.437,,1.237,1.164
1999,173,173,173.606,14,32,1.272,,0.821,1.082,0.940,,0.949,0.882
1999,173,173,173.626,15,2,1.572,,0.865,1.233,1.181,,1.105,1.071
1999,173,173,173.647,15,32,1.594,,1.298,1.455,1.578,,1.420,1.409
1999,173,173,173.668,16,2,1.164,,1.270,1.233,1.246,,1.125,1.053
1999,173,173,173.689,16,32,1.235,,1.150,1.147,1.286,,0.930,1.201
1999,173,173,173.71,17,2,1.638,,1.298,1.556,1.729,,1.257,1.223
1999,173,173,173.731,17,32,1.235,,1.097,1.416,1.462,,1.160,1.282
1999,173,173,173.751,18,2,0.917,,0.918,1.065,1.045,,1.051,1.019
1999,173,173,173.772,18,32,1.061,,0.605,0.849,0.824,,0.805,1.019
1999,173,173,173.793,19,2,0.785,,0.605,0.663,0.653,,0.553,0.882
1999,173,173,173.814,19,32,0.404,,0.627,0.477,0.442,,0.525,0.712
1999,173,173,173.835,20,2,0.232,,0.455,0.416,0.452,,0.490,0.628
1999,173,173,173.856,20,32,0.232,,0.210,0.229,0.286,,0.323,0.406
1999,173,173,173.876,21,2,0.364,,0.091,0.197,0.090,,0.148,0.328
1999,173,173,173.897,21,32,0.243,,0.091,0.136,0.171,,0.148,0.158
1999,173,173,173.918,22,2,0.224,,0.091,0.133,0.146,,0.187,0.235
1999,173,173,173.939,22,32,0.215,,0.044,0.136,0.111,,0.163,0.183
1999,173,173,173.96,23,2,0.200,,0.082,0.122,0.075,,0.062,0.142
1999,173,173,173.981,23,32,0.296,,0.082,0.054,0.075,,0.086,0.142
1999,174,174,174.001,0,2,0.263,,0.000,0.032,0.141,,0.019,0.065
1999,174,174,174.022,0,32,0.086,,0.066,0.043,0.090,,0.117,0.146
1999,174,174,174.043,1,2,0.164,,0.038,0.043,0.101,,0.101,0.111
1999,174,174,174.064,1,32,0.156,,0.038,0.000,0.050,,0.047,0.056
1999,174,174,174.085,2,2,0.213,,0.000,0.007,0.020,,0.000,0.028
1999,174,174,174.106,2,32,0.112,,0.154,0.075,0.116,,0.109,0.077
1999,174,174,174.126,3,2,0.189,,0.009,0.047,0.040,,0.082,0.071
1999,174,174,174.147,3,32,0.112,,0.097,0.100,0.146,,0.163,0.105
1999,174,174,174.168,4,2,0.121,,0.304,0.065,0.121,,0.226,0.111
1999,174,174,174.189,4,32,0.456,,0.097,0.032,0.131,,0.140,0.105
1999,174,174,174.21,5,2,0.713,,0.207,0.326,0.226,,0.304,0.319
1999,174,174,174.231,5,32,0.809,,0.417,0.624,0.422,,0.591,0.560
1999,174,174,174.251,6,2,0.930,,0.527,0.921,0.397,,0.743,0.632
1999,174,174,174.272,6,32,1.143,,0.417,0.778,0.653,,1.000,0.715
1999,174,174,174.293,7,2,1.213,,0.749,1.014,0.824,,1.000,0.789
1999,174,174,174.314,7,32,1.327,,0.865,1.079,0.749,,1.070,1.090
1999,174,174,174.335,8,2,1.327,,0.912,1.111,0.995,,1.261,1.000
1999,174,174,174.356,8,32,1.344,,1.122,0.996,1.106,,1.160,1.307
1999,174,174,174.376,9,2,1.590,,1.357,1.746,1.332,,1.237,1.226
1999,174,174,174.397,9,32,1.842,,1.520,2.075,1.784,,1.405,1.681
1999,174,174,174.418,10,2,1.816,,1.884,1.907,1.975,,1.603,1.613
1999,174,174,174.439,10,32,1.443,,1.621,1.907,1.809,,1.556,1.387
1999,174,174,174.46,11,2,1.485,,1.013,1.699,1.603,,1.237,1.307
1999,174,174,174.481,11,32,1.590,,1.298,1.573,1.633,,1.381,1.241
1999,174,174,174.501,12,2,1.656,,1.013,1.534,1.397,,1.070,1.130
1999,174,174,174.522,12,32,1.965,,1.455,1.907,1.894,,1.576,1.455
1999,174,174,174.543,13,2,1.568,,1.235,1.656,1.784,,1.319,1.387
1999,174,174,174.564,13,32,1.443,,1.392,1.810,2.090,,1.405,1.588
1999,174,174,174.585,14,2,1.443,,1.486,1.810,2.030,,1.626,1.731
1999,174,174,174.606,14,32,1.816,,1.843,1.746,2.065,,1.467,1.681
1999,174,174,174.626,15,2,1.546,,1.520,1.634,1.784,,1.603,1.563
1999,174,174,174.647,15,32,1.252,,2.003,2.176,2.030,,1.603,1.861
1999,174,174,174.668,16,2,1.075,,1.392,1.835,1.603,,1.673,1.588
1999,174,174,174.689,16,32,1.485,,0.912,1.319,1.332,,1.086,1.285
1999,174,174,174.71,17,2,1.289,,0.815,1.394,1.332,,1.054,1.090
1999,174,174,174.731,17,32,0.993,,1.270,1.079,0.980,,1.125,0.805
1999,174,174,174.751,18,2,0.765,,0.774,0.767,0.809,,0.868,0.836
1999,174,174,174.772,18,32,0.794,,0.304,0.473,0.543,,0.658,0.406
1999,174,174,174.793,19,2,0.658,,0.335,0.452,0.377,,0.432,0.452
1999,174,174,174.814,19,32,0.594,,0.179,0.380,0.382,,0.366,0.319
1999,174,174,174.835,20,2,0.410,,0.179,0.251,0.397,,0.416,0.418
1999,174,174,174.856,20,32,0.351,,0.207,0.204,0.266,,0.292,0.300
1999,174,174,174.876,21,2,0.274,,0.179,0.211,0.276,,0.187,0.266
1999,174,174,174.897,21,32,0.239,,0.031,0.190,0.201,,0.280,0.319
1999,174,174,174.918,22,2,0.204,,0.232,0.226,0.226,,0.214,0.257
1999,174,174,174.939,22,32,0.204,,0.047,0.022,0.131,,0.132,0.220
1999,174,174,174.96,23,2,0.180,,0.016,0.075,0.201,,0.156,0.158
1999,174,174,174.981,23,32,0.105,,0.288,0.143,0.191,,0.148,0.248
1999,175,175,175.001,0,2,0.145,,0.285,0.161,0.206,,0.284,0.214
1999,175,175,175.022,0,32,0.261,,0.000,0.032,0.040,,0.148,0.170
1999,175,175,175.043,1,2,0.154,,0.053,0.061,0.116,,0.074,0.015
1999,175,175,175.064,1,32,0.026,,0.025,0.082,0.111,,0.089,0.099
1999,175,175,175.085,2,2,0.110,,0.034,0.082,0.080,,0.070,0.108
1999,175,175,175.106,2,32,0.083,,0.006,0.047,0.040,,0.074,0.071
1999,175,175,175.126,3,2,0.118,,0.006,0.018,0.085,,0.031,0.019
1999,175,175,175.147,3,32,0.072,,0.085,0.032,0.040,,0.035,0.019
1999,175,175,175.168,4,2,0.162,,0.006,0.018,0.080,,0.089,0.093
1999,175,175,175.189,4,32,0.208,,0.085,0.122,0.186,,0.226,0.198
1999,175,175,175.21,5,2,0.520,,0.226,0.351,0.312,,0.331,0.384
1999,175,175,175.231,5,32,1.226,,0.022,0.609,0.291,,0.304,0.180
1999,175,175,175.251,6,2,1.399,,0.398,0.860,0.764,,0.490,0.477
1999,175,175,175.272,6,32,1.542,,0.746,1.190,0.965,,0.965,0.972
1999,175,175,175.293,7,2,1.956,,1.013,1.190,1.131,,1.280,1.025
1999,175,175,175.314,7,32,1.542,,1.386,2.043,1.518,,1.490,1.455
1999,175,175,175.335,8,2,1.717,,1.420,1.738,1.985,,1.580,1.594
1999,175,175,175.356,8,32,1.362,,2.132,2.172,2.040,,1.673,1.811
1999,175,175,175.376,9,2,1.789,,1.730,2.093,2.216,,1.673,1.737
1999,175,175,175.397,9,32,1.884,,1.486,2.093,1.814,,1.510,1.480
1999,175,175,175.418,10,2,1.862,,1.621,2.022,1.985,,1.626,1.839
1999,175,175,175.439,10,32,2.279,,1.263,1.946,1.688,,1.362,1.390
1999,175,175,175.46,11,2,2.224,,1.357,1.763,1.899,,1.362,1.288
1999,175,175,175.481,11,32,1.833,,1.768,2.072,2.126,,1.794,1.737
1999,175,175,175.501,12,2,1.763,,1.661,1.946,2.126,,1.926,1.712
1999,175,175,175.522,12,32,1.739,,2.006,2.122,2.126,,1.981,1.712
1999,175,175,175.543,13,2,1.564,,1.730,1.828,2.251,,1.953,1.892
1999,175,175,175.564,13,32,1.480,,1.119,1.695,1.467,,1.144,1.567
1999,175,175,175.585,14,2,1.763,,1.119,1.853,2.347,,1.261,1.666
1999,175,175,175.606,14,32,1.498,,1.589,1.785,1.899,,1.218,1.433
1999,175,175,175.626,15,2,1.651,,1.326,1.606,1.382,,1.261,1.545
1999,175,175,175.647,15,32,1.906,,1.589,1.674,1.985,,1.467,1.229
1999,175,175,175.668,16,2,1.439,,0.840,1.297,1.467,,1.280,1.248
1999,175,175,175.689,16,32,1.763,,0.840,1.297,1.543,,1.218,1.077
1999,175,175,175.71,17,2,1.498,,0.840,1.204,1.291,,1.016,1.059
1999,175,175,175.731,17,32,1.318,,0.793,1.154,1.402,,1.035,1.040
1999,175,175,175.751,18,2,1.263,,0.639,0.918,1.020,,0.837,0.777
1999,175,175,175.772,18,32,0.862,,0.661,0.584,0.950,,0.805,0.793
1999,175,175,175.793,19,2,0.735,,0.364,0.656,0.950,,0.630,0.489
1999,175,175,175.814,19,32,0.408,,0.502,0.369,0.563,,0.646,0.502
1999,175,175,175.835,20,2,0.357,,0.241,0.276,0.432,,0.525,0.384
1999,175,175,175.856,20,32,0.270,,0.176,0.301,0.377,,0.354,0.418
1999,175,175,175.876,21,2,0.154,,0.201,0.140,0.291,,0.272,0.303
1999,175,175,175.897,21,32,0.186,,0.006,0.100,0.176,,0.175,0.251
1999,175,175,175.918,22,2,0.252,,0.053,0.100,0.085,,0.109,0.124
1999,175,175,175.939,22,32,0.208,,0.025,0.082,0.111,,0.117,0.198
1999,175,175,175.96,23,2,0.123,,0.022,0.050,0.111,,0.125,0.130
1999,175,175,175.981,23,32,0.110,,0.103,0.108,0.116,,0.101,0.136
1999,176,176,176.001,0,2,0.077,,0.119,0.061,0.070,,0.105,0.167
1999,176,176,176.022,0,32,0.083,,0.069,0.133,0.070,,0.125,0.152
1999,176,176,176.043,1,2,0.015,,0.050,0.068,0.080,,0.078,0.121
1999,176,176,176.064,1,32,0.090,,0.000,0.000,0.000,,0.000,0.034
1999,176,176,176.085,2,2,0.110,,0.006,0.000,0.000,,0.062,0.034
1999,176,176,176.106,2,32,0.053,,0.000,0.022,0.025,,0.054,0.142
1999,176,176,176.126,3,2,0.042,,0.069,0.004,0.025,,0.031,0.065
1999,176,176,176.147,3,32,0.020,,0.088,0.032,0.080,,0.082,0.105
1999,176,176,176.168,4,2,0.015,,0.069,0.086,0.111,,0.070,0.152
1999,176,176,176.189,4,32,0.145,,0.031,0.018,0.005,,0.016,0.019
1999,176,176,176.21,5,2,0.382,,0.060,0.176,0.040,,0.035,0.152
1999,176,176,176.231,5,32,1.033,,0.141,0.405,0.136,,0.132,0.272
1999,176,176,176.251,6,2,1.230,,0.464,0.835,0.382,,0.447,0.576
1999,176,176,176.272,6,32,1.211,,1.144,1.394,0.849,,0.981,1.272
1999,176,176,176.293,7,2,1.382,,1.639,1.513,1.241,,1.144,1.390
1999,176,176,176.314,7,32,1.704,,1.740,1.810,1.347,,1.471,1.118
1999,176,176,176.335,8,2,1.871,,1.502,1.907,1.633,,1.304,1.520
1999,176,176,176.356,8,32,1.969,,1.467,1.857,1.553,,1.494,1.520
1999,176,176,176.376,9,2,1.776,,1.639,1.907,2.010,,1.471,1.681
1999,176,176,176.397,9,32,2.048,,1.740,1.907,1.784,,1.304,1.455
1999,176,176,176.418,10,2,1.871,,1.668,2.054,1.925,,1.728,1.752
1999,176,176,176.439,10,32,2.158,,1.257,2.075,1.814,,1.471,1.588
1999,176,176,176.46,11,2,2.103,,1.969,2.104,1.578,,1.494,1.706
1999,176,176,176.481,11,32,2.129,,1.502,1.455,1.814,,1.261,1.390
1999,176,176,176.501,12,2,2.186,,1.408,1.928,1.508,,1.560,1.272
1999,176,176,176.522,12,32,2.355,,1.602,1.835,1.633,,1.560,1.567
1999,176,176,176.543,13,2,2.632,,1.063,1.573,1.784,,1.179,1.635
1999,176,176,176.564,13,32,1.546,,2.132,2.602,1.729,,1.471,1.858
1999,176,176,176.585,14,2,1.660,,1.408,1.720,1.894,,1.728,1.477
1999,176,176,176.606,14,32,1.748,,1.091,1.534,1.281,,1.447,1.780
1999,176,176,176.626,15,2,1.776,,0.962,1.376,1.814,,1.560,1.780
1999,176,176,176.647,15,32,1.871,,1.815,1.595,1.678,,1.630,1.192
1999,176,176,176.668,16,2,1.638,,1.116,1.699,1.633,,1.261,1.477
1999,176,176,176.689,16,32,1.568,,0.984,1.473,1.281,,1.070,1.498
1999,176,176,176.71,17,2,1.638,,1.602,1.677,1.894,,1.280,1.229
1999,176,176,176.731,17,32,1.248,,0.796,1.495,1.261,,1.179,1.433
1999,176,176,176.751,18,2,1.086,,1.038,1.161,1.101,,0.981,1.136
1999,176,176,176.772,18,32,0.717,,0.690,1.093,0.935,,0.914,1.080
1999,176,176,176.793,19,2,0.702,,0.690,0.703,0.879,,0.786,0.833
1999,176,176,176.814,19,32,0.537,,0.649,0.556,0.543,,0.482,0.526
1999,176,176,176.835,20,2,0.390,,0.285,0.373,0.347,,0.315,0.477
1999,176,176,176.856,20,32,0.382,,0.464,0.355,0.357,,0.521,0.421
1999,176,176,176.876,21,2,0.246,,0.348,0.308,0.337,,0.296,0.396
1999,176,176,176.897,21,32,0.318,,0.348,0.247,0.281,,0.358,0.303
1999,176,176,176.918,22,2,0.283,,0.285,0.215,0.226,,0.268,0.282
1999,176,176,176.939,22,32,0.274,,0.273,0.283,0.317,,0.276,0.365
1999,176,176,176.96,23,2,0.217,,0.313,0.247,0.271,,0.183,0.263
1999,176,176,176.981,23,32,0.246,,0.245,0.154,0.256,,0.268,0.192
1999,177,177,177.001,0,2,0.232,,0.226,0.151,0.231,,0.187,0.310
1999,177,177,177.022,0,32,0.169,,0.295,0.262,0.271,,0.292,0.198
1999,177,177,177.043,1,2,0.169,,0.213,0.090,0.151,,0.187,0.269
1999,177,177,177.064,1,32,0.116,,0.172,0.100,0.156,,0.078,0.093
1999,177,177,177.085,2,2,0.160,,0.141,0.136,0.085,,0.179,0.080
1999,177,177,177.106,2,32,0.151,,0.310,0.111,0.101,,0.156,0.180
1999,177,177,177.126,3,2,0.081,,0.266,0.129,0.121,,0.163,0.198
1999,177,177,177.147,3,32,0.121,,0.141,0.079,0.045,,0.078,0.108
1999,177,177,177.168,4,2,0.151,,0.188,0.122,0.085,,0.070,0.108
1999,177,177,177.189,4,32,0.697,,0.254,0.326,0.201,,0.304,0.279
1999,177,177,177.21,5,2,1.061,,0.439,0.749,0.427,,0.490,0.523
1999,177,177,177.231,5,32,1.184,,0.834,1.125,0.930,,0.767,1.059
1999,177,177,177.251,6,2,1.476,,0.981,1.566,1.116,,0.942,1.167
1999,177,177,177.272,6,32,1.838,,0.834,1.373,1.040,,0.942,1.006
1999,177,177,177.293,7,2,2.015,,0.812,1.373,1.095,,1.008,0.873
1999,177,177,177.314,7,32,1.673,,1.339,1.946,1.528,,1.335,1.582
1999,177,177,177.335,8,2,1.461,,2.078,2.047,1.779,,1.529,1.743
1999,177,177,177.356,8,32,2.070,,1.276,1.946,1.342,,1.358,1.322
1999,177,177,177.376,9,2,2.232,,1.630,1.828,1.915,,1.358,1.582
1999,177,177,177.397,9,32,2.149,,1.596,2.308,1.729,,1.506,1.771
1999,177,177,177.418,10,2,1.965,,1.918,2.172,2.251,,1.743,1.870
1999,177,177,177.439,10,32,2.289,,2.038,1.925,2.005,,1.716,1.560
1999,177,177,177.46,11,2,2.149,,1.959,2.251,1.915,,1.599,1.743
1999,177,177,177.481,11,32,2.289,,1.464,2.072,1.698,,1.529,1.489
1999,177,177,177.501,12,2,1.939,,1.398,1.738,2.030,,1.529,1.381
1999,177,177,177.522,12,32,1.914,,1.429,1.806,1.648,,1.292,1.322
1999,177,177,177.543,13,2,1.914,,1.495,1.674,1.754,,1.401,1.511
1999,177,177,177.564,13,32,1.721,,1.630,1.828,1.804,,1.529,1.489
1999,177,177,177.585,14,2,1.476,,1.163,1.591,1.729,,1.444,1.743
1999,177,177,177.606,14,32,1.564,,1.194,1.695,1.779,,1.669,1.604
1999,177,177,177.626,15,2,1.357,,1.223,1.903,1.698,,1.214,1.365
1999,177,177,177.647,15,32,1.417,,1.665,1.591,1.834,,1.315,1.344
1999,177,177,177.668,16,2,1.298,,1.223,1.319,1.889,,1.175,1.402
1999,177,177,177.689,16,32,1.259,,0.881,1.014,1.216,,0.926,0.954
1999,177,177,177.71,17,2,1.151,,0.881,1.108,0.824,,0.926,1.300
1999,177,177,177.731,17,32,0.724,,0.746,0.649,0.749,,1.082,0.765
1999,177,177,177.751,18,2,0.498,,0.420,0.477,0.734,,0.891,0.415
1999,177,177,177.772,18,32,0.474,,0.643,0.384,0.442,,0.580,0.622
1999,177,177,177.793,19,2,0.296,,0.583,0.373,0.442,,0.467,0.474
1999,177,177,177.814,19,32,0.281,,0.389,0.237,0.241,,0.366,0.440
1999,177,177,177.835,20,2,0.143,,0.213,0.190,0.231,,0.529,0.241
1999,177,177,177.856,20,32,0.086,,0.326,0.229,0.261,,0.366,0.214
1999,177,177,177.876,21,2,0.136,,0.439,0.136,0.271,,0.331,0.288
1999,177,177,177.897,21,32,0.191,,0.238,0.090,0.050,,0.109,0.170
1999,177,177,177.918,22,2,0.232,,0.016,0.111,0.050,,0.058,0.087
1999,177,177,177.939,22,32,0.086,,0.295,0.136,0.070,,0.171,0.080
1999,177,177,177.96,23,2,0.107,,0.282,0.082,0.116,,0.101,0.149
1999,177,177,177.981,23,32,0.029,,0.129,0.097,0.106,,0.086,0.028
1999,178,178,178.001,0,2,0.018,,0.210,0.065,0.050,,0.070,0.105
1999,178,178,178.022,0,32,0.011,,0.135,0.093,0.020,,0.062,0.152
1999,178,178,178.043,1,2,0.018,,0.113,0.022,0.085,,0.097,0.034
1999,178,178,178.064,1,32,0.048,,0.113,0.068,0.030,,0.054,0.034
1999,178,178,178.085,2,2,0.000,,0.034,0.000,0.020,,0.051,0.040
1999,178,178,178.106,2,32,0.112,,0.006,0.043,0.025,,0.012,0.006
1999,178,178,178.126,3,2,0.053,,0.028,0.036,0.035,,0.000,0.028
1999,178,178,178.147,3,32,0.020,,0.169,0.065,0.075,,0.152,0.053
1999,178,178,178.168,4,2,0.000,,0.135,0.090,0.090,,0.117,0.065
1999,178,178,178.189,4,32,0.000,,0.135,0.061,0.116,,0.035,0.105
1999,178,178,178.21,5,2,0.018,,0.135,0.075,0.101,,0.125,0.142
1999,178,178,178.231,5,32,0.149,,0.103,0.061,0.035,,0.012,0.084
1999,178,178,178.251,6,2,0.189,,0.053,0.090,0.070,,0.082,0.071
1999,178,178,178.272,6,32,0.283,,0.082,0.108,0.050,,0.167,0.127
1999,178,178,178.293,7,2,0.450,,0.248,0.122,0.040,,0.198,0.263
1999,178,178,178.314,7,32,0.331,,0.386,0.412,0.296,,0.370,0.659
1999,178,178,178.335,8,2,0.866,,0.784,0.950,0.497,,0.949,1.102
1999,178,178,178.356,8,32,1.412,,1.301,1.462,0.980,,1.327,1.508
1999,178,178,178.376,9,2,1.390,,1.586,1.584,1.452,,1.109,1.712
1999,178,178,178.397,9,32,1.471,,0.950,1.154,0.889,,1.206,1.176
1999,178,178,178.418,10,2,1.309,,0.950,1.025,0.744,,1.058,1.217
1999,178,178,178.439,10,32,1.294,,1.486,1.566,1.427,,1.284,1.712
1999,178,178,178.46,11,2,1.257,,1.420,1.584,1.407,,1.226,1.437
1999,178,178,178.481,11,32,1.833,,1.025,1.057,1.191,,1.019,0.981
1999,178,178,178.501,12,2,2.116,,1.132,1.692,1.317,,1.148,0.950
1999,178,178,178.522,12,32,1.934,,1.361,1.584,1.191,,1.389,1.257
1999,178,178,178.543,13,2,1.430,,1.132,1.204,1.090,,0.852,0.966
1999,178,178,178.564,13,32,1.272,,0.558,0.978,0.693,,0.759,0.882
1999,178,178,178.585,14,2,1.471,,0.997,1.315,1.070,,1.039,1.217
1999,178,178,178.606,14,32,1.537,,0.856,1.090,1.015,,0.852,1.276
1999,178,178,178.626,15,2,1.235,,0.809,0.624,0.497,,0.630,0.579
1999,178,178,178.647,15,32,0.616,,0.680,0.315,0.422,,0.514,0.505
1999,178,178,178.668,16,2,0.721,,0.351,0.430,0.296,,0.630,0.554
1999,178,178,178.689,16,32,0.627,,0.524,0.624,0.497,,0.673,0.759
1999,178,178,178.71,17,2,0.779,,0.721,0.541,0.608,,0.588,0.759
1999,178,178,178.731,17,32,0.809,,0.524,0.659,0.543,,0.673,0.659
1999,178,178,178.751,18,2,0.627,,0.339,0.423,0.462,,0.405,0.505
1999,178,178,178.772,18,32,0.425,,0.401,0.186,0.226,,0.463,0.291
1999,178,178,178.793,19,2,0.204,,0.323,0.262,0.171,,0.249,0.211
1999,178,178,178.814,19,32,0.230,,0.063,0.054,0.000,,0.031,0.065
1999,178,178,178.835,20,2,0.213,,0.072,0.000,0.000,,0.027,0.000
1999,178,178,178.856,20,32,0.079,,0.103,0.100,0.050,,0.105,0.053
1999,178,178,178.876,21,2,0.072,,0.122,0.075,0.050,,0.051,0.028
1999,178,178,178.897,21,32,0.064,,0.135,0.082,0.035,,0.000,0.077
1999,178,178,178.918,22,2,0.020,,0.113,0.090,0.101,,0.054,0.034
1999,178,178,178.939,22,32,0.020,,0.091,0.007,0.040,,0.043,0.000
1999,178,178,178.96,23,2,0.037,,0.034,0.068,0.010,,0.043,0.034
1999,178,178,178.981,23,32,0.000,,0.235,0.075,0.121,,0.078,0.056
1999,179,179,179.001,0,2,0.015,,0.141,0.047,0.090,,0.140,0.046
1999,179,179,179.022,0,32,0.000,,0.141,0.082,0.060,,0.086,0.003
1999,179,179,179.043,1,2,0.000,,0.179,0.054,0.075,,0.047,0.068
1999,179,179,179.064,1,32,0.035,,0.041,0.004,0.000,,0.035,0.000
1999,179,179,179.085,2,2,0.057,,0.069,0.068,0.000,,0.066,0.000
1999,179,179,179.106,2,32,0.000,,0.219,0.086,0.111,,0.047,0.031
1999,179,179,179.126,3,2,0.000,,0.219,0.161,0.106,,0.051,0.031
1999,179,179,179.147,3,32,0.000,,0.013,0.036,0.000,,0.004,0.015
1999,179,179,179.168,4,2,0.039,,0.132,0.025,0.055,,0.023,0.000
1999,179,179,179.189,4,32,0.000,,0.257,0.054,0.121,,0.000,0.000
1999,179,179,179.21,5,2,0.000,,0.100,0.047,0.065,,0.008,0.015
1999,179,179,179.231,5,32,0.254,,0.060,0.061,0.000,,0.000,0.000
1999,179,179,179.251,6,2,0.246,,0.050,0.154,0.035,,0.008,0.012
1999,179,179,179.272,6,32,0.537,,0.273,0.376,0.095,,0.156,0.288
1999,179,179,179.293,7,2,0.877,,0.514,0.548,0.397,,0.304,0.461
1999,179,179,179.314,7,32,1.086,,0.574,0.584,0.377,,0.506,0.598
1999,179,179,179.335,8,2,1.307,,1.150,1.054,0.648,,0.817,0.827
1999,179,179,179.356,8,32,1.467,,1.351,1.366,1.291,,0.996,1.328
1999,179,179,179.376,9,2,1.268,,1.382,1.294,1.010,,1.198,1.433
1999,179,179,179.397,9,32,1.825,,1.445,1.871,1.422,,1.276,1.390
1999,179,179,179.418,10,2,1.550,,1.865,1.710,1.467,,1.218,1.520
1999,179,179,179.439,10,32,1.638,,1.445,1.688,1.206,,1.125,1.520
1999,179,179,179.46,11,2,1.752,,1.752,1.384,1.246,,1.237,1.211
1999,179,179,179.481,11,32,1.686,,1.351,1.441,1.543,,1.160,1.269
1999,179,179,179.501,12,2,1.594,,1.207,1.405,1.312,,0.977,1.226
1999,179,179,179.522,12,32,1.140,,0.893,0.731,0.663,,0.817,0.796
1999,179,179,179.543,13,2,1.489,,0.918,1.054,0.905,,0.848,1.115
1999,179,179,179.564,13,32,1.664,,1.176,1.151,0.884,,0.996,1.136
1999,179,179,179.585,14,2,1.686,,0.994,1.272,1.146,,0.977,1.136
1999,179,179,179.606,14,32,1.594,,1.382,1.459,1.568,,1.276,1.731
1999,179,179,179.626,15,2,1.529,,1.545,1.541,1.613,,1.261,1.455
1999,179,179,179.647,15,32,1.307,,1.382,1.384,1.186,,0.864,1.226
1999,179,179,179.668,16,2,1.425,,1.295,1.480,1.271,,1.276,1.498
1999,179,179,179.689,16,32,1.327,,1.790,1.581,1.849,,1.447,1.706
1999,179,179,179.71,17,2,1.053,,1.646,1.541,1.422,,1.144,1.412
1999,179,179,179.731,17,32,1.213,,1.235,1.419,1.492,,1.424,1.433
1999,179,179,179.751,18,2,1.004,,0.994,1.054,1.030,,0.996,1.248
1999,179,179,179.772,18,32,0.846,,1.094,0.928,0.920,,0.864,1.152
1999,179,179,179.793,19,2,0.691,,0.893,0.720,0.678,,0.786,0.827
1999,179,179,179.814,19,32,0.491,,0.737,0.559,0.603,,0.568,0.588
1999,179,179,179.835,20,2,0.382,,0.737,0.409,0.317,,0.506,0.560
1999,179,179,179.856,20,32,0.390,,0.464,0.215,0.266,,0.272,0.350
1999,179,179,179.876,21,2,0.371,,0.229,0.215,0.191,,0.272,0.279
1999,179,179,179.897,21,32,0.217,,0.285,0.244,0.216,,0.214,0.279
1999,179,179,179.918,22,2,0.195,,0.301,0.190,0.246,,0.214,0.260
1999,179,179,179.939,22,32,0.208,,0.480,0.172,0.246,,0.206,0.474
1999,179,179,179.96,23,2,0.208,,0.364,0.208,0.126,,0.171,0.393
1999,179,179,179.981,23,32,0.162,,0.411,0.226,0.191,,0.335,0.362
1999,180,180,180.001,0,2,0.191,,0.511,0.229,0.206,,0.307,0.325
1999,180,180,180.022,0,32,0.276,,0.282,0.140,0.080,,0.202,0.297
1999,180,180,180.043,1,2,0.151,,0.266,0.226,0.101,,0.202,0.186
1999,180,180,180.064,1,32,0.182,,0.216,0.133,0.040,,0.152,0.142
1999,180,180,180.085,2,2,0.285,,0.216,0.050,0.015,,0.097,0.152
1999,180,180,180.106,2,32,0.182,,0.357,0.093,0.080,,0.097,0.211
1999,180,180,180.126,3,2,0.129,,0.188,0.093,0.101,,0.082,0.186
1999,180,180,180.147,3,32,0.156,,0.298,0.075,0.030,,0.144,0.077
1999,180,180,180.168,4,2,0.156,,0.282,0.104,0.000,,0.105,0.133
1999,180,180,180.189,4,32,0.268,,0.345,0.226,0.251,,0.230,0.378
1999,180,180,180.21,5,2,0.156,,0.329,0.226,0.176,,0.249,0.217
1999,180,180,180.231,5,32,0.197,,0.075,0.118,0.070,,0.105,0.096
1999,180,180,180.251,6,2,0.134,,0.009,0.086,0.156,,0.082,0.040
